symbol,instrument_token,name,generated_date
MVGJL,4867841,MANOJ VAIBHAV GEM N JEW L,2026-06-26
JSWINFRA,4869121,JSW INFRASTRUCTURE,2026-06-26
KIRLOSIND,4870401,KIRLOSKAR INDUSTRIES,2026-06-26
PODDARMENT,4873217,PODDAR PIGMENTS,2026-06-26
MANAPPURAM,4879617,MANAPPURAM FINANCE,2026-06-26
AARVI,4882689,AARVI ENCON,2026-06-26
ITBEES,4885505,NIPPON INDIA ETF NIFTY IT,2026-06-26
SILLYMONKS,4888833,SILLY MONKS ENTERTAIN,2026-06-26
NBIFIN,4892417,N.B.I. IND. FIN. CO.,2026-06-26
UDS,4892929,UPDATER SERVICES,2026-06-26
KIOCL,4896257,KIOCL,2026-06-26
UMESLTD,4900353,USHA MARTIN EDU & SOL,2026-06-26
SFL,4911105,SHEELA FOAM,2026-06-26
TI,4914177,TILAKNAGAR INDUSTRIES,2026-06-26
HEADSUP,4916481,HEADS UP VENTURES,2026-06-26
HMVL,4918017,HINDUSTAN MEDIA VENT,2026-06-26
TCIEXP,4921089,TCI EXPRESS,2026-06-26
SENSEXETF,4921345,MIRAE ASSET S&P BSE SENSEX ETF,2026-06-26
AARTISURF,4923649,AARTI SURFACTANTS,2026-06-26
LAURUSLABS,4923905,LAURUS LABS,2026-06-26
IMFA,4924161,INDIAN METALS & FERRO,2026-06-26
MONIFTY500,4924673,MOTILAL OSWAL NIFTY 500 ETF,2026-06-26
SENSEXINAV,4927233,MIRAEAMC - SENSEXINAV,2026-06-26
MON500INAV,4927489,MOTILALAMC - MON500INAV,2026-06-26
BLISSGVS,4931841,BLISS GVS PHARMA,2026-06-26
THEJO,4935425,THEJO ENGINEERING,2026-06-26
MOM50,4937985,MOTILAL OSWAL NIFTY 50 ETF,2026-06-26
TERASOFT,4938753,TERA SOFTWARE,2026-06-26
ITDC,4940545,INDIA TOUR. DEV. CO.,2026-06-26
HISARMETAL,4946433,HISAR METAL IND.,2026-06-26
SPCENET,4959233,SPACENET ENTERS IND,2026-06-26
BOROLTD,4966657,BOROSIL,2026-06-26
ROSSARI,4968961,ROSSARI BIOTECH,2026-06-26
AHLEAST,4976129,ASIAN HOTELS (EAST),2026-06-26
SECMARK,4990977,SECMARK CONSULTANCY,2026-06-26
TICL,4992257,TWAMEV CONS AND INFRA,2026-06-26
IITL,4998401,INDUSTRIAL INV TRUST,2026-06-26
BAJAJCON,4999937,BAJAJ CONSUMER CARE,2026-06-26
HDFCGOLD,5003009,HDFC GOLD ETF,2026-06-26
UGARSUGAR,5011969,THE UGAR SUGAR WORKS,2026-06-26
BSE,5013761,BSE,2026-06-26
IRMENERGY,5016833,IRM ENERGY,2026-06-26
PRAKASHSTL,5017345,PRAKASH STEELAGE,2026-06-26
PRICOLLTD,5025537,PRICOL,2026-06-26
ITETF,5026049,MIRAE ASSET NIFTY IT ETF,2026-06-26
ALPHAETF,5027841,MIRAE ASSET NIFTY 200 ALPHA 30 ETF,2026-06-26
ITETFINAV,5028865,MIRAEAMC - ITETFINAV,2026-06-26
ALPHAINAV,5029121,MIRAEAMC - ALPHAINAV,2026-06-26
MAXESTATES,5029377,MAX ESTATES,2026-06-26
GOLDIETF,5037825,ICICI PRUDENTIAL GOLD ETF,2026-06-26
BLUEJET,5039617,BLUE JET HEALTHCARE,2026-06-26
JITFINFRA,5040897,JITF INFRALOGISTICS,2026-06-26
LIQUIDSBI,5044481,SBI NIFTY 1D RATE LIQUID ETF - IDCW,2026-06-26
LIQSBIINAV,5047041,SBIAMC - LIQSBIINAV,2026-06-26
GPPL,5051137,GUJARAT PIPAVAV PORT,2026-06-26
ADFFOODS,5058817,ADF FOODS,2026-06-26
MUFIN,5064449,MUFIN GREEN FINANCE,2026-06-26
CELLO,5067521,CELLO WORLD,2026-06-26
HONASA,5072129,HONASA CONSUMER - MAMAEARTH,2026-06-26
AMNPLST,5085953,AMINES & PLASTICIZERS,2026-06-26
LGHL,5088257,LAXMI GOLDORNA HOUSE,2026-06-26
RADIOCITY,5088513,MUSIC BROADCAST,2026-06-26
ESAFSFB,5088769,ESAF SMALL FINANCE BANK L,2026-06-26
DMART,5097729,AVENUE SUPERMARTS,2026-06-26
ORISSAMINE,5102337,ORISSA MIN DEV CO,2026-06-26
EGOLD,5102849,EDELWEISS GOLD ETF,2026-06-26
KILITCH,5103873,KILITCH DRUGS INDIA,2026-06-26
DEEPAKNTR,5105409,DEEPAK NITRITE,2026-06-26
EGOLDINAV,5105665,EDELAMC - EGOLDINAV,2026-06-26
WAAREEINDO,5108481,INDOSOLAR,2026-06-26
HEALTHX,5136129,HEALTH X PLATFORM,2026-06-26
INTENTECH,5138177,INTENSE TECHNOLOGIES,2026-06-26
INFRABEES,5138433,NIPPON INDIA ETF INFRA BEES,2026-06-26
TASTYBITE,5143553,TASTY BITE EATABLES,2026-06-26
GREENPOWER,5148161,ORIENT GREEN POWER CO,2026-06-26
RAMKY,5154305,RAMKY INFRA,2026-06-26
ASKAUTOLTD,5158913,ASK AUTOMOTIVE,2026-06-26
ARIHANTSUP,5160705,ARIHANT SUPERSTRUCT,2026-06-26
CANTABIL,5160961,CANTABIL RETAIL,2026-06-26
AKSHARCHEM,5165569,AKSHARCHEM INDIA,2026-06-26
ASHOKA,5166593,ASHOKA BUILDCON,2026-06-26
WABAG,5168129,VA TECH WABAG,2026-06-26
BEDMUTHA,5170177,BEDMUTHA INDUST,2026-06-26
URJA,5171969,URJA GLOBAL,2026-06-26
JWL,5177345,JUPITER WAGONS,2026-06-26
OBEROIRLTY,5181953,OBEROI REALTY,2026-06-26
ESILVER,5185793,EDELWEISS SILVER ETF,2026-06-26
ESILINAV,5186561,EDELAMC - ESILVER,2026-06-26
IREDA,5186817,INDIAN RENEWABLE ENERGY,2026-06-26
TATATECH,5195009,TATA TECHNOLOGIES,2026-06-26
SHAH,5195777,SHAH METACORP,2026-06-26
PRESTIGE,5197313,PRESTIGE ESTATE,2026-06-26
GANDHAR,5197569,GANDHAR OIL REFINE IND L,2026-06-26
NRAIL,5200385,N R AGARWAL INDS,2026-06-26
FEDFINA,5202433,FEDBANK FINANCIAL SER L,2026-06-26
RESPONIND,5202689,RESPONSIVE INDUSTRIES,2026-06-26
CGCL,5204225,CAPRI GLOBAL CAPITAL,2026-06-26
FLAIR,5215233,FLAIR WRITING INDUST,2026-06-26
COALINDIA,5215745,COAL INDIA,2026-06-26
IOLCP,5225729,IOL CHEM AND PHARMA,2026-06-26
NACLIND,5228801,NACL INDUSTRIES,2026-06-26
APCL,5235969,ANJANI PORTLAND CEM,2026-06-26
WIPL,5243137,THE WESTERN INDIA PLY,2026-06-26
BAJEL,5255937,BAJEL PROJECTS,2026-06-26
AXISGOLD,5256193,AXIS GOLD ETF,2026-06-26
GRAVITA,5256705,GRAVITA INDIA,2026-06-26
BBNPPGOLD,5260033,BARODA BNP PARIBAS GOLD ETF,2026-06-26
BNGOLDINAV,5260801,BARODABNP - BNGOLDINAV,2026-06-26
DOMS,5261057,DOMS INDUSTRIES,2026-06-26
INDIASHLTR,5262337,INDIA SHELTER FIN CORP L,2026-06-26
DOLLAR,5263361,DOLLAR INDUSTRIES,2026-06-26
INOXINDIA,5275393,INOX INDIA,2026-06-26
SUPERHOUSE,5277697,SUPERHOUSE,2026-06-26
PENIND,5278977,PENNAR INDUSTRIES,2026-06-26
JINDWORLD,5284353,JINDAL WORLDWIDE,2026-06-26
SCHAND,5298689,S CHAND AND COMPANY,2026-06-26
RPPINFRA,5314561,R.P.P INFRA PROJECTS,2026-06-26
JAMNAAUTO,5319169,JAMNA AUTO IND,2026-06-26
MOTISONS,5321729,MOTISONS JEWELLERS,2026-06-26
SUMEETINDS,5322241,SUMEET IND,2026-06-26
SURAJEST,5330433,SURAJ ESTATE DEVELOPERS L,2026-06-26
HUDCO,5331201,HSG & URBAN DEV CORPN,2026-06-26
MOIL,5332481,MOIL,2026-06-26
MUTHOOTMF,5332737,MUTHOOT MICROFIN,2026-06-26
HAPPYFORGE,5338625,HAPPY FORGINGS,2026-06-26
RBZJEWEL,5343745,RBZ JEWELLERS,2026-06-26
PSPPROJECT,5344513,PSP PROJECTS,2026-06-26
MUFTI,5344769,CREDO BRANDS MARKETING L,2026-06-26
AZAD,5351681,AZAD ENGINEERING,2026-06-26
A2ZINFRA,5351937,A2Z INFRA ENGINEERING,2026-06-26
KIRLOSENG,5359617,KIRLOSKAR OIL ENG,2026-06-26
RKDL,5363201,RAVI KUMAR DIST.,2026-06-26
SUNCLAY,5364737,SUNDARAM CLAYTON,2026-06-26
PSB,5376257,PUNJAB & SIND BANK,2026-06-26
INNOVACAP,5391873,INNOVA CAPTAB,2026-06-26
SURANASOL,5395713,SURANA SOLAR,2026-06-26
STARCEMENT,5399297,STAR CEMENT,2026-06-26
BFINVEST,5404929,BF INVESTMENT,2026-06-26
KICL,5406465,KALYANI INVEST CO,2026-06-26
TEJASNET,5409537,TEJAS NETWORKS,2026-06-26
ERIS,5415425,ERIS LIFESCIENCES,2026-06-26
CDSL,5420545,CENTRAL DEPO SER (I),2026-06-26
GTPL,5425921,GTPL HATHWAY,2026-06-26
AUBANK,5436929,AU SMALL FINANCE BANK,2026-06-26
DIGIDRIVE,5439233,DIGIDRIVE DISTRIBUTORS L,2026-06-26
AXISNIFTY,5440513,AXIS NIFTY 50 ETF,2026-06-26
LOWVOLIETF,5441025,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF,2026-06-26
SUMMITSEC,5446401,SUMMIT SECURITIES,2026-06-26
DYNPRO,5456385,DYNEMIC PRODUCTS,2026-06-26
JYOTICNC,5461505,JYOTI CNC AUTOMATION,2026-06-26
STEELXIND,5462785,STEEL EXCHANGE INDIA,2026-06-26
SALASAR,5468673,SALASAR TECHNO ENGG.,2026-06-26
PALASHSECU,5474049,PALASH SECURITIES,2026-06-26
MAGADSUGAR,5476353,MAGADH SUGAR & ENERGY,2026-06-26
GANGESSECU,5478145,GANGES SECURITIES,2026-06-26
TATAGOLD,5478657,TATA GOLD EXCHANGE TRADED FUND,2026-06-26
MOM100,5484289,MOTILAL OSWAL NIFTY MIDCAP 100 ETF,2026-06-26
THEINVEST,5485313,THE INVEST TRUST OF IND L,2026-06-26
TATSILV,5485569,TATA SILVER EXCHANGE TRADED FUND,2026-06-26
TAGOLDINAV,5488129,TATAAML-TAGOLDINAV,2026-06-26
TASILVINAV,5490945,TATAAML-TASILVINAV,2026-06-26
OPTIEMUS,5496065,OPTIEMUS INFRACOM,2026-06-26
NEXT50BETA,5498369,UTI NIFTY NEXT 50 ETF,2026-06-26
STEL,5499905,STEL HOLDINGS,2026-06-26
SIS,5504257,SIS,2026-06-26
COCHINSHIP,5506049,COCHIN SHIPYARD,2026-06-26
HALEOSLABS,5517057,HALEOS LABS,2026-06-26
COMSYN,5523969,COMMERCIAL SYN BAGS,2026-06-26
ABCAPITAL,5533185,ADITYA BIRLA CAPITAL,2026-06-26
APEX,5535489,APEX FROZEN FOODS,2026-06-26
BRNL,5550849,BHARAT ROAD NETWORK,2026-06-26
DIXON,5552641,DIXON TECHNO (INDIA),2026-06-26
DCAL,5556225,DISHMAN CARBO AMCIS,2026-06-26
MEDIASSIST,5556481,MEDI ASSIST HEALTH SER L,2026-06-26
LASA,5558529,LASA SUPERGENERICS,2026-06-26
MATRIMONY,5561857,MATRIMONY.COM,2026-06-26
CHOLAHLDNG,5565441,CHOLAMANDALAM FIN HOL,2026-06-26
CAPACITE,5567745,CAPACITE INFRAPROJECT,2026-06-26
LIQUIDCASE,5568001,ZERODHA NIFTY 1D RATE LIQUID ETF,2026-06-26
ICICIGI,5573121,ICICI LOMBARD GIC,2026-06-26
LIQCASINAV,5573633,ZERODHAAMC - LIQCASINAV,2026-06-26
DAVANGERE,5579265,DAVANGERE SUGAR COMPANY L,2026-06-26
SBILIFE,5582849,SBI LIFE INSURANCE CO,2026-06-26
TEXRAIL,5587969,TEXMACO RAIL & ENG.,2026-06-26
DIAMONDYD,5591041,PRATAAP SNACKS,2026-06-26
HFCL,5619457,HFCL,2026-06-26
INDTERRAIN,5620993,IND TERRAIN FASHIONS,2026-06-26
NIFTYBETF,5621505,BAJAJ FINSERV NIFTY 50 ETF,2026-06-26
BANKBETF,5628417,BAJAJ FINSERV NIFTY BANK ETF,2026-06-26
BANKBINAV,5629185,BFAM - BANKBETF,2026-06-26
NIFTYBINAV,5641473,BFAM - NIFTYBETF,2026-06-26
DHUNINV,5691649,DHUNSERI INVESTMENTS,2026-06-26
EBBETF0431,5693185,BHARAT BOND ETF - APRIL 2031,2026-06-26
NDRAUTO,5697281,NDR AUTO COMPONENTS,2026-06-26
WORTHPERI,5702913,WORTH PERIPHERALS,2026-06-26
TIRUPATIFL,5704193,TIRUPATI FORGE,2026-06-26
ALPL30IETF,5720065,ICICIPRAMC - ICICIALPLV,2026-06-26
MACPOWER,5720833,MACPOWER CNC MACHINES,2026-06-26
MCL,5724161,M TEK COPPER,2026-06-26
ITIETF,5725441,ICICI PRUDENTIAL NIFTY IT ETF,2026-06-26
MAXHEALTH,5728513,MAX HEALTHCARE INS,2026-06-26
LOVABLE,5738241,LOVABLE LINGERIE,2026-06-26
TOTAL,5740289,TOTAL TRANSPORT SYS,2026-06-26
MAXIND,5741569,MAX INDIA,2026-06-26
HDFCNIFBAN,5742849,HDFC NIFTY BANKING ETF,2026-06-26
BANKBETA,5744641,UTI NIFTY BANK ETF,2026-06-26
EPACK,5750529,EPACK DURABLE,2026-06-26
ITBETA,5756929,UTI NIFTY IT ETF,2026-06-26
NIFITEINAV,5757697,UTIAMC - NIFITEINAV,2026-06-26
GILT5BETA,5765377,UTI NIFTY 5 YR BENCHMARK G-SEC ETF,2026-06-26
GILT10BETA,5766145,UTI NIFTY 10 YR BENCHMARK G-SEC ETF,2026-06-26
NIF5GINAV,5769985,UTIAMC - NIF5GINAV,2026-06-26
NIF10GINAV,5770241,UTIAMC - NIF10GINAV,2026-06-26
BLSE,5776897,BLS E-SERVICES,2026-06-26
HEALTHADD,5783553,DSP NIFTY HEALTHCARE ETF,2026-06-26
HDFCPSUBK,5784321,HDFC NIFTY PSU BANK ETF,2026-06-26
HEALADINAV,5785089,DSPAMC - HEALADINAV,2026-06-26
HDFPBKINAV,5785345,HDFCAMC HDFPBKINAV,2026-06-26
PFS,5786113,PTC INDIA FIN SERV,2026-06-26
PARKHOTELS,5798145,PARKHOTELS,2026-06-26
SIGNPOST,5799937,SIGNPOST INDIA,2026-06-26
JSFB,5801729,JANA SMALL FIN BANK,2026-06-26
RPTECH,5803521,RASHI PERIPHERALS,2026-06-26
CAPITALSFB,5804801,CAPITAL SMALL FIN BANK L,2026-06-26
ENTERO,5815553,ENTERO HEALTHCARE SOLU L,2026-06-26
LICNMID100,5816833,LIC MF NIFTY MIDCAP 100 ETF,2026-06-26
LICNMDINAV,5818625,LICNAMC - LICNMDINAV,2026-06-26
VSTL,5818881,VIBHOR STEEL TUBES,2026-06-26
MON100,5821185,MOTILAL OSWAL NASDAQ 100 ETF,2026-06-26
JUNIPER,5842945,JUNIPER HOTELS,2026-06-26
SMALLCAP,5844993,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,2026-06-26
GPTHEALTH,5848577,GPT HEALTHCARE,2026-06-26
SMACAPINAV,5852929,MIRAEAMC - SMACAPINAV,2026-06-26
GOLDCASE,5862657,ZERODHA GOLD ETF,2026-06-26
GLDCASINAV,5863425,ZERODHAAMC - GLDCASINAV,2026-06-26
PLATIND,5870081,PLATINUM INDUSTRIES,2026-06-26
EXICOM,5874433,EXICOM TELE SYSTEMS,2026-06-26
MUKKA,5882881,MUKKA PROTEINS,2026-06-26
LANCORHOL,5894913,LANCOR HOLDINGS,2026-06-26
RKSWAMY,5899009,R K SWAMY,2026-06-26
JGCHEM,5902337,J.G.CHEMICALS,2026-06-26
GOPAL,5904897,GOPAL SNACKS,2026-06-26
SCILAL,5920513,SHIPPING CORP OF ILA,2026-06-26
PVSL,5924353,POPULAR VEHICLES N SER L,2026-06-26
KRYSTAL,5932801,KRYSTAL INTEGRATED SER L,2026-06-26
MOSMALL250,5934337,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF,2026-06-26
MOREALTY,5935105,MOTILAL OSWAL NIFTY REALTY ETF,2026-06-26
MOREALINAV,5935873,MOTILALAMC - MOREALINAV,2026-06-26
MOS250INAV,5936129,MOTILALAMC - MOS250INAV,2026-06-26
AQYLON,5981441,AQYLON NEXUS,2026-06-26
SRM,5990913,SRM CONTRACTORS,2026-06-26
LIQUIDADD,5992193,DSP BSE LIQUID RATE ETF,2026-06-26
LIQADDINAV,5994497,DSPAMC - LIQADDINAV,2026-06-26
SINCLAIR,6010881,SINCLAIRS HOTELS,2026-06-26
BHARTIHEXA,6013185,BHARTI HEXACOM,2026-06-26
UEL,6017793,UJAAS ENERGY,2026-06-26
TARACHAND,6019073,TARA CHAND INFRA SOLN,2026-06-26
AIIL,6029569,AUTHUM INVEST & INFRA,2026-06-26
GLOSTERLTD,6039041,GLOSTER,2026-06-26
BALUFORGE,6043393,BALU FORGE INDUSTRIES,2026-06-26
JNKINDIA,6046977,JNK INDIA,2026-06-26
MUTHOOTFIN,6054401,MUTHOOT FINANCE,2026-06-26
INDGN,6065409,INDEGENE,2026-06-26
AADHARHFC,6074625,AADHAR HOUSING FINANCE L,2026-06-26
TBOTEK,6077441,TBO TEK,2026-06-26
GODIGIT,6092545,GO DIGIT GENERAL INS,2026-06-26
BSLGOLDETF,6093825,BIRLA SUN LIFE GOLD ETF,2026-06-26
ABSLPSE,6094337,ADITYA BIRLA SUN LIFE NIFTY PSE ETF,2026-06-26
ABSPSEINAV,6095617,BIRLASLAMC-ABSPSEINAV,2026-06-26
MIDSMALL,6106881,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,2026-06-26
MIDSMAINAV,6107649,MIRAEAMC - MIDSMAINAV,2026-06-26
AWFIS,6109185,AWFIS SPACE SOLUTIONS,2026-06-26
LIQUIDBETF,6122241,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF - GROWTH,2026-06-26
LIQETFINAV,6123009,BFAM - LIQETFINAV,2026-06-26
BOROSCI,6147585,BOROSIL SCIENTIFIC,2026-06-26
KRONOX,6150401,KRONOX LAB SCIENCES,2026-06-26
IXIGO,6161153,LE TRAVENUES TECHNOLOGY L,2026-06-26
MID150CASE,6163713,ZERODHA NIFTY MIDCAP 150 ETF,2026-06-26
TOP100CASE,6164737,ZERODHA NIFTY 100 ETF,2026-06-26
TOP100INAV,6166017,ZERODHAAMC - TOP100INAV,2026-06-26
MD150CINAV,6166273,ZERODHAAMC - MD150CINAV,2026-06-26
BBNPNBETF,6173953,BARODA BNP PARIBAS NIFTY BANK ETF,2026-06-26
BBNPNBINAV,6175233,BARODABNP - BBNPNBINAV,2026-06-26
RETAIL,6181121,JHS SVENDGAARD RETAIL V L,2026-06-26
PIIND,6191105,PI INDUSTRIES,2026-06-26
SYMPHONY,6192641,SYMPHONY,2026-06-26
VADILALIND,6194177,VADILAL INDUSTRIES,2026-06-26
IVZINNIFTY,6199553,INVESCO INDIA NIFTY 50 EXCHANGE TRADED FUND,2026-06-26
RELAXO,6201601,RELAXO FOOT,2026-06-26
STANLEY,6201857,STANLEY LIFESTYLES,2026-06-26
OMINFRAL,6203137,OM INFRA,2026-06-26
ESTER,6211841,ESTER INDUSTRIES,2026-06-26
VSTTILLERS,6218753,VST TILLERS TRACTORS,2026-06-26
ABDL,6222849,ALLIED BLEND N DISTILS L,2026-06-26
VRAJ,6226177,VRAJ IRON AND STEEL,2026-06-26
SBISILVER,6237697,SBI SILVER ETF,2026-06-26
SBISILINAV,6238465,SBIAMC - SBISILINAV,2026-06-26
LIQUIDSHRI,6239745,SHRIRAM NIFTY 1D RATE LIQUID ETF,2026-06-26
LIQSHRINAV,6240513,SHRIRAM - LIQSHRINAV,2026-06-26
RELIABLE,6240769,RELIABLE DATA SERVICE,2026-06-26
KARMAENG,6242561,KARMA ENERGY,2026-06-26
BANSALWIRE,6242817,BANSAL WIRE INDUSTRIES L,2026-06-26
DELPHIFX,6244097,DELPHI WORLD MONEY,2026-06-26
EMCURE,6245889,EMCURE PHARMACEUTICALS L,2026-06-26
ASHIANA,6247169,ASHIANA HOUSING,2026-06-26
ABGSEC,6247425,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,2026-06-26
DHANUKA,6248705,DHANUKA AGRITECH,2026-06-26
ABGSECINAV,6249217,BIRLASLAMC - ABGSECINAV,2026-06-26
AGIIL,6257921,AGI INFRA,2026-06-26
EVINDIA,6262017,MIRAE ASSET NIFTY EV AND NEW AGE AUTOMOTIVE ETF,2026-06-26
EVINDINAV,6263809,MIRAEAMC - EVINDINAV,2026-06-26
SBINEQWETF,6278145,SBI NIFTY50 EQUAL WEIGHT ETF,2026-06-26
SBINEQINAV,6278913,SBIAMC - SBINEQINAV,2026-06-26
FILATEX,6280193,FILATEX INDIA,2026-06-26
OILIETF,6280449,ICICI PRUDENTIAL NIFTY OIL & GAS ETF,2026-06-26
MAITHANALL,6281729,MAITHAN ALLOYS,2026-06-26
OILETFINAV,6285057,ICICIPRAMC - OILETFINAV,2026-06-26
SANSTAR,6292993,SANSTAR,2026-06-26
RUSHIL,6296321,RUSHIL DECOR,2026-06-26
RELTD,6296577,RAVINDRA ENERGY,2026-06-26
AVANTEL,6300161,AVANTEL,2026-06-26
AKUMS,6327041,AKUMS DRUGS AND PHARMA L,2026-06-26
RUBFILA,6330881,RUBFILA INTERNATIONAL,2026-06-26
RPEL,6332161,RAGHAV PRODUCTIVITY ENH L,2026-06-26
CEIGALL,6333953,CEIGALL INDIA,2026-06-26
OLAELEC,6342913,OLA ELECTRIC MOBILITY,2026-06-26
BSLNIFTY,6343937,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,2026-06-26
GROWWEV,6348289,GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,2026-06-26
GROWEVINAV,6349057,GROWWAMC - GROWEVINAV,2026-06-26
UNIECOM,6351105,UNICOMMERCE ESOLUTIONS L,2026-06-26
FIRSTCRY,6352385,BRAINBEES SOLUTIONS,2026-06-26
MANCREDIT,6354689,MANGAL CREDIT N FINCORP L,2026-06-26
GSEC10ABSL,6360833,ADITYA BIRLA SUN LIFE CRISIL 10 YEAR GILT ETF,2026-06-26
GSEC10INAV,6361601,BIRLASLAMC - GSEC10INAV,2026-06-26
SUYOG,6361857,SUYOG TELEMATICS,2026-06-26
SSDL,6363137,SARASWATI SAREE DEPOT,2026-06-26
METALIETF,6364417,ICICI PRUDENTIAL NIFTY METAL ETF,2026-06-26
INVENTURE,6366721,INVENTURE GRO & SEC,2026-06-26
METALIINAV,6368257,ICICIPRAMC - METALIINAV,2026-06-26
INTERARCH,6376705,INTERARCH BLDNG SOLTN,2026-06-26
ELGIRUBCO,6380545,ELGI RUBBER CO.,2026-06-26
MFML,6383873,MAHALAXMI FABRIC MILLS LT,2026-06-26
MODEFENCE,6385665,MOTILAL OSWAL NIFTY INDIA DEFENCE ETF,2026-06-26
MODEFINAV,6386433,MOTILALAMC - MODEFINAV,2026-06-26
LTF,6386689,L&T FINANCE,2026-06-26
ORIENTTECH,6390017,ORIENT TECHNOLOGIES,2026-06-26
SURAJLTD,6391297,SURAJ,2026-06-26
WINDMACHIN,6392065,WINDSOR MACHINES,2026-06-26
PREMIERENE,6412545,PREMIER ENERGIES,2026-06-26
RAYMONDLSL,6418689,RAYMOND LIFESTYLE,2026-06-26
MULTICAP,6420481,MIRAE ASSET NIFTY500 MULTICAP 50:25:25 ETF,2026-06-26
TREEHOUSE,6420993,TREE HOUSE EDU,2026-06-26
MULCAPINAV,6421505,MIRAEAMC - MULCAPINAV,2026-06-26
ASAHISONG,6422529,ASAHI SONGWON COLOR,2026-06-26
GALAPREC,6434305,GALA PRECISION ENG,2026-06-26
RVTH,6440193,REVATHI EQUIPMENT INDIA L,2026-06-26
EUREKAFORB,6441473,EUREKA FORBES,2026-06-26
TOP10ADD,6443777,DSP NIFTY TOP 10 EQUAL WEIGHT ETF,2026-06-26
TDPOWERSYS,6445569,TD POWER SYSTEMS,2026-06-26
TOP10AINAV,6445825,DSPAMC - TOP10AINAV,2026-06-26
BALAJEE,6451969,SHREE TIRUPATI BALAJEE L,2026-06-26
SANOFICONR,6456833,SANOFI CONS HEALTHC IND L,2026-06-26
XTGLOBAL,6460161,XTGLOBAL INFOTECH,2026-06-26
KROSS,6464513,KROSS,2026-06-26
EBANKNIFTY,6466049,EDELWEISS NIFTY BANK ETF,2026-06-26
TOLINS,6467073,TOLINS TYRES,2026-06-26
BAJAJHFL,6469121,BAJAJ HOUSING FINANCE,2026-06-26
EBNKNFINAV,6477057,EDELAMC - EBNKNFINAV,2026-06-26
PNGJL,6479873,P N GADGIL JEWELLERS,2026-06-26
APLLTD,6483969,ALEMBIC PHARMA,2026-06-26
VASWANI,6487041,VASWANI IND,2026-06-26
PGEL,6491649,PG ELECTROPLAST,2026-06-26
PANAMAPET,6500353,PANAMA PETROCHEM,2026-06-26
ARKADE,6501889,ARKADE DEVELOPERS,2026-06-26
WCIL,6503169,WESTERN CARRIERS (IND) L,2026-06-26
NORTHARC,6509057,NORTHERN ARC CAPITAL,2026-06-26
GROWWLIQID,6514433,GROWW NIFTY 1D RATE LIQUID ETF,2026-06-26
PAISALO,6519809,PAISALO DIGITAL,2026-06-26
GROLIQINAV,6520065,GROWWAMC - GROLIQINAV,2026-06-26
TIJARIA,6523393,TIJARIA POLYPIPES,2026-06-26
INDOUS,6528769,INDO US BIOTECH,2026-06-26
SHAKTIPUMP,6546945,SHAKTI PUMPS (I),2026-06-26
TRITURBINE,6549505,TRIVENI TURBINE,2026-06-26
MANBA,6552833,MANBA FINANCE,2026-06-26
MOMENTUM50,6555137,MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF,2026-06-26
INDOTHAI,6555649,INDO THAI SEC,2026-06-26
MOME50INAV,6558977,MOTILALAMC - MOME50INAV,2026-06-26
UYFINCORP,6560257,U. Y. FINCORP,2026-06-26
ESSARSHPNG,6562305,ESSAR SHIPPING,2026-06-26
LICMFGOLD,6563841,LIC MF GOLD ETF,2026-06-26
DIFFNKG,6572033,DIFFUSION ENGINEERS,2026-06-26
JISLDVREQS,6575105,JAIN DVR EQUITY SHARES,2026-06-26
DSSL,6576641,DYNACONS SYS & SOLN,2026-06-26
POLYMED,6583809,POLY MEDICURE,2026-06-26
RUPA,6585345,RUPA & COMPANY,2026-06-26
BANKPSU,6585601,MIRAE ASSET NIFTY PSU BANK ETF,2026-06-26
BNKPSUINAV,6587393,MIRAEAMC - BNKPSUINAV,2026-06-26
SRD,6588673,SHANKAR LAL RAMPAL,2026-06-26
METAL,6590465,MIRAE ASSET NIFTY METAL ETF,2026-06-26
METALINAV,6591233,MIRAEAMC - METALINAV,2026-06-26
VIKASECO,6593537,VIKAS ECOTECH,2026-06-26
GROWWDEFNC,6594049,GROWW NIFTY INDIA DEFENCE ETF,2026-06-26
APLAPOLLO,6599681,APL APOLLO TUBES,2026-06-26
GRWWDFINAV,6599937,GROWWAMC - GRWWDFINAV,2026-06-26
KANANIIND,6601217,KANANI INDUSTRIES,2026-06-26
GARUDA,6604801,GARUDA CONSTRUCT N ENG L,2026-06-26
LLOYDSENT,6606593,LLOYDS ENTERPRISES,2026-06-26
VINCOFE,6613761,VINTAGE COFFEE N BVRGS L,2026-06-26
HYUNDAI,6616065,HYUNDAI MOTOR INDIA,2026-06-26
VAL30IETF,6617857,ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF,2026-06-26
VAL30IINAV,6618625,ICICIPRAMC - VAL30IINAV,2026-06-26
