Date,Open,High,Low,Close,Volume
2025-10-28,836.25,840.4000244140625,811.0,822.7000122070312,123025
2025-10-29,822.7000122070312,829.9000244140625,817.9500122070312,825.0499877929688,41402
2025-10-30,815.0,839.0,815.0,832.0499877929688,24858
2025-10-31,833.7000122070312,841.2000122070312,826.5499877929688,832.2000122070312,34341
2025-11-03,831.0999755859375,845.0,831.0999755859375,838.5499877929688,19409
2025-11-04,838.5499877929688,841.9000244140625,828.25,835.7000122070312,25233
2025-11-06,836.9500122070312,844.2000122070312,822.0,825.6500244140625,49477
2025-11-07,815.0,820.0,786.0999755859375,812.5,67285
2025-11-10,798.5,835.0,798.5,829.8499755859375,37953
2025-11-11,826.7999877929688,835.0,809.0,821.5999755859375,32322
2025-11-12,821.7000122070312,828.0499877929688,812.5,814.4500122070312,26414
2025-11-13,825.0,835.0,808.3499755859375,825.2999877929688,35783
2025-11-14,824.0,838.5999755859375,810.0,815.7000122070312,62718
2025-11-17,815.9500122070312,818.7999877929688,809.0,809.75,24044
2025-11-18,809.9500122070312,815.3499755859375,800.75,807.4000244140625,38893
2025-11-19,802.0,809.7999877929688,802.0,804.2999877929688,18536
2025-11-20,804.2999877929688,817.7000122070312,802.7000122070312,806.9000244140625,29686
2025-11-21,802.0,807.6500244140625,800.0,800.9000244140625,26784
2025-11-24,795.2000122070312,806.9000244140625,788.0,789.0999755859375,32244
2025-11-25,786.0999755859375,817.4000244140625,782.0,805.9500122070312,48584
2025-11-26,805.0999755859375,816.0,798.4000244140625,803.4000244140625,20252
2025-11-27,854.0,899.7000122070312,835.9500122070312,854.6500244140625,4272425
2025-11-28,850.0,860.0,830.5499877929688,838.4000244140625,168205
2025-12-01,831.0,847.9000244140625,830.0,833.2999877929688,53219
2025-12-02,833.7000122070312,846.5,827.7999877929688,832.2000122070312,70476
2025-12-03,832.0999755859375,832.7000122070312,809.0,816.1500244140625,53317
2025-12-04,816.0,823.25,806.0,810.0999755859375,36229
2025-12-05,808.0,819.0,800.0,801.8499755859375,29373
2025-12-08,799.9000244140625,809.7999877929688,788.0,791.5999755859375,47804
2025-12-09,789.0,848.9500122070312,779.1500244140625,835.2000122070312,140249
2025-12-10,836.9000244140625,837.0499877929688,817.0,818.9500122070312,28229
2025-12-11,818.0,821.9000244140625,811.0,818.25,19998
2025-12-12,818.25,821.9000244140625,810.2000122070312,813.7000122070312,25316
2025-12-15,810.75,821.0,810.0,815.9000244140625,29198
2025-12-16,803.7000122070312,816.4000244140625,803.7000122070312,810.7000122070312,35348
2025-12-17,808.0,815.5999755859375,799.0499877929688,803.0999755859375,33562
2025-12-18,812.0,814.0,794.9500122070312,798.25,22842
2025-12-19,793.0499877929688,808.0999755859375,793.0499877929688,802.0499877929688,31293
2025-12-22,803.5499877929688,808.0,790.2000122070312,800.3499755859375,35177
2025-12-23,801.0,810.3499755859375,798.0,807.25,31498
2025-12-24,806.0999755859375,818.4000244140625,802.9000244140625,804.9500122070312,20251
2025-12-26,804.9500122070312,808.1500244140625,796.5999755859375,803.2000122070312,48587
2025-12-29,803.2000122070312,804.7999877929688,795.0,799.8499755859375,22656
2025-12-30,799.8499755859375,806.0,789.5,800.7999877929688,18759
2025-12-31,800.7999877929688,808.0,800.0,802.5,39553
2026-01-01,802.5999755859375,805.9000244140625,799.0,803.5,9819
2026-01-02,803.0,814.0499877929688,801.25,808.9000244140625,19625
2026-01-05,803.0,810.9000244140625,795.0,797.9000244140625,50846
2026-01-06,797.0,799.75,792.0,795.75,25738
