Date,Open,High,Low,Close,Volume
2025-10-28,1734.652966910376,1737.6489133126395,1700.798748183728,1705.7919921875,428250
2025-10-29,1712.3831312969721,1719.6733166511983,1702.6962862312969,1711.0849609375,175253
2025-10-30,1728.6610878240883,1762.6151473191887,1719.1739241416337,1747.93505859375,1074751
2025-10-31,1757.6218949227457,1792.4747625610948,1756.6232461188122,1775.897216796875,1586130
2025-11-03,1789.079358163414,1815.1440679425768,1774.698790797381,1805.0577392578125,418317
2025-11-04,1812.5475781917214,1831.2222620533662,1775.098248063793,1778.693359375,356588
2025-11-06,1787.5813890633258,1794.4720903072703,1766.1104394181516,1777.994384765625,352524
2025-11-07,1757.6219676720996,1798.6664108315488,1754.0268562102092,1790.4775390625,290632
2025-11-10,1791.576017117165,1810.550345057648,1780.4910393856426,1784.78515625,202911
2025-11-11,1792.5746431553712,1792.5746431553712,1755.6246365833663,1760.3182373046875,408478
2025-11-12,1767.808146805911,1780.7905818654438,1728.6611606193171,1736.3507080078125,242614
2025-11-13,1732.8554221393852,1762.3155629828586,1732.8554221393852,1741.84326171875,240206
2025-11-14,1745.638147348283,1761.3168851498451,1731.457382785292,1750.0322265625,183727
2025-11-17,1758.0214545622684,1775.997133807475,1737.8486747105328,1742.8419189453125,150217
2025-11-18,1742.6422145170175,1750.6314051852905,1703.095745090142,1708.0889892578125,233440
2025-11-19,1699.600496338194,1720.372319203375,1686.8177423401005,1706.3912353515625,334415
2025-11-20,1712.6827457239308,1722.5693935351323,1695.7057155913903,1706.1915283203125,154835
2025-11-21,1712.5829366318126,1712.6827771357014,1646.771953059342,1653.163330078125,204081
2025-11-24,1653.1632527402164,1666.3453681766548,1597.9379251764124,1604.928466796875,808792
2025-11-25,1610.820525476148,1646.7718825233528,1602.5316916170048,1627.3980712890625,660500
2025-11-26,1635.387320742404,1664.1484561799064,1629.495268188253,1660.5533447265625,166675
2025-11-27,1677.7300211059103,1677.7300211059103,1649.468210678703,1659.3548583984375,419476
2025-11-28,1662.7502404426546,1664.5478570323082,1639.3818343040082,1644.9742431640625,225018
2025-12-01,1646.7719524667002,1653.9621754193827,1609.821945043251,1616.712646484375,393897
