symbol,entry_date,entry_close,exit_date,exit_close,return_pct,holding_trading_days,holding_calendar_days,exit_reason
KIRLOSENG,2025-11-12,1058.65,2025-12-03,1085.2,2.5079110187502973,15,21,ZLEMA_DOWN
KIRLOSENG,2025-12-04,1165.1,2025-12-08,1096.8,-5.86215775469916,2,4,ZLEMA_DOWN
KIRLOSENG,2025-12-09,1123.4,2025-12-10,1112.5,-0.9702688267758663,1,1,ZLEMA_DOWN
KIRLOSENG,2025-12-12,1144.6,2025-12-29,1222.4,6.797134370085645,10,17,ZLEMA_DOWN
KIRLOSENG,2026-01-01,1230.5,2026-01-07,1221.5,-0.731409995936616,4,6,ZLEMA_DOWN
KIRLOSENG,2026-01-30,1174.0,2026-02-01,1140.4,-2.8620102214650722,1,2,ZLEMA_DOWN
KIRLOSENG,2026-02-02,1152.3,2026-03-18,1435.6,24.585611385923812,31,44,ZLEMA_DOWN
KIRLOSENG,2026-04-06,1416.4,2026-05-11,1660.0,17.198531488280146,23,35,ZLEMA_DOWN
KIRLOSENG,2026-05-15,1740.2,2026-05-19,1660.3,-4.591426272842202,2,4,ZLEMA_DOWN
KIRLOSENG,2026-05-21,1674.7,2026-05-22,1671.0,-0.22093509285245894,1,1,ZLEMA_DOWN
KIRLOSENG,2026-05-25,1702.8,2026-06-10,1817.8,6.7535823349776924,12,16,ZLEMA_DOWN
KIRLOSENG,2026-06-12,1890.5,2026-07-03,2230.8,18.000528960592455,15,21,ZLEMA_DOWN
