symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
RAMRAT,562.75,550.1,571.8,545.85,False,True,True,True,False,True,1.597002231554529,45.70779305,1.607738117893453,True,0.2984038691997997,False,80.66,True,1.9960158869600721,100.0,2.59,1,False,▆▄▁▂▄▄▄▃▄▅▃▄▃▄▄▄▄▄▄█,False,False,False,3,0.14952507404759463,0.34243797709923673,0.17191578878545333,0.344623818412345,FLAT,True,93,81.0,BUILDING,SEED,DEL81% ▆▄▁▂▄▄▄▃▄▅▃▄▃▄▄▄▄▄▄█ P100 Z+2.6,GREEN,B,WATCH_FOR_ENTRY,"Delivery P100, CMF positive, RS leader",Producer Manufacturing,33.3
AVTNPL,98.26,90.1,100.0,90.1,False,True,True,True,True,True,14.515705121756728,44.6631004,15.828996506966421,True,0.24527011031436446,True,19.68,False,0.37748515858021076,1.0,-3.09,0,False,▆█▆█▇▇▇▃▇█▇▅▇▇▇▅▆▇▃▁,False,True,False,5,0.12722266834920282,0.3781206171107996,0.1496133830870615,0.38030645842390787,FLAT,True,94,80.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Non-Durables,32.9
BLUESTONE,930.4,850.7,950.0,847.95,False,True,True,True,True,True,5.343898944956163,342.97111904,5.9102054529193,True,0.2558491189775487,True,21.31,False,0.7758824707360142,19.0,-0.97,0,True,▃▄▃▄█▇▃▃▂▄▂▆▄▃▃▃▁▃▄▂,False,False,False,3,0.14772096465799045,0.5320270047752347,0.17011167939584915,0.534212846088343,FLAT,True,97,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Retail Trade,30.1
SANSERA,4586.5,4489.9,4630.0,4393.3,False,True,True,True,True,True,4.987144848155503,419.6546597,5.694175605332963,True,0.32840542211102797,True,31.04,False,0.6352324819908317,2.0,-2.04,0,True,▅▆▅▅█▁▆▅▆▆▃▆▆▅▅▇▇▄▇▁,False,False,False,9,0.20999868091280827,0.4161983573148893,0.23238939565066696,0.4183841986279976,FLAT,True,95,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,33.3
SURAKSHA,353.4,351.9,358.05,341.0,False,True,True,True,True,True,1.6260574736710636,6.257441759999999,1.7045330314141531,True,0.18506703622500364,True,49.15,False,0.8839928057553956,13.0,-1.03,0,True,▄▂▄▃▄▅▃▄▄▆▄▃▃▂▂▄█▆▁▂,False,False,False,11,0.11184521000471914,0.35949221004039233,0.13423592474257784,0.3616780513535006,FLAT,True,94,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Services,41.4
BANDHANBNK,184.7,180.0,185.11,179.9,False,True,True,True,True,True,2.5201298452315424,411.28447441,2.705531409505798,True,0.1745826550707137,True,55.26,True,1.2398057054395746,93.0,1.46,0,True,▄▄▆▆█▅▆▁▆▃▄▃▇██▅▅█▆▇,False,False,False,0,0.06455331412103749,-0.11146389570404591,0.08694402885889618,-0.10927805439093763,UP,False,21,77.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P93, CMF positive",Finance,33.7
VALIANTORG,418.35,421.0,425.0,391.15,True,True,True,True,False,True,1.7283563957346555,5.14829877,1.974917911067672,False,0.47870860266892434,True,57.41,True,1.1691511893124795,57.0,0.17,0,True,▆▆▅▆▇▁▆▆▆▄▆▆▅▆█▃▃██▇,False,False,False,7,0.42830317514510097,0.512472885032538,0.45069388988295966,0.5146587263456462,FLAT,True,97,76.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,30.4
ROSSTECH,1494.1,1363.8,1505.0,1363.7,False,True,True,True,True,True,2.3258473117303393,156.93996518,2.7069329224112724,True,0.1425292081470128,True,17.31,False,0.4305166946465212,4.0,-2.04,0,False,▆█▅▅▅▅▅▇▅▅▄▄▅▆▆▁▂▂▃▂,False,False,False,18,0.4224782215451992,0.44134671039938267,0.4448689362830579,0.44353255171249095,UP,True,96,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,29.6
DYNAMATECH,12516.0,12205.0,12695.0,12102.0,False,True,True,True,True,True,2.276289520892722,45.0238068,2.4055028357435995,True,0.19895062566484753,True,49.25,True,1.2682022428510729,93.0,1.28,0,False,▂▇▁▆█▇▇▂▂▅▂▄▅▂▂▅▃▂▆█,False,False,False,8,0.08702449192287642,0.21091331269349856,0.10941520666073512,0.21309915400660684,FLAT,True,85,76.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P93, CMF positive",Producer Manufacturing,33.3
RBLBANK,423.2,404.3,424.4,402.85,False,True,True,True,True,True,2.12093465466497,311.73267488,2.2151900743027975,True,0.3522451288272557,True,28.6,False,0.5734220867752026,8.0,-1.37,0,True,▂▄▄▅▆▆▄▁▅▃▅▆▅▅▅▄▄█▄▁,False,False,False,10,0.1020833333333333,0.11972483132689504,0.124474048071192,0.12191067264000333,UP,True,76,74.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Finance,33.7
SHADOWFAX,282.8,272.75,288.25,272.5,False,True,True,True,True,True,3.1206672685456165,302.85580835999997,3.452507650487956,True,0.25593556308284093,False,52.78,True,1.0168871078058321,67.0,0.41,0,True,▄▄▂█▄▇▆▅▄▄▄▂▅▁▁▄▅▇▁▄,False,False,False,2,0.07692307692307687,0.2721547458389564,0.09931379166093557,0.27434058715206466,FLAT,True,90,73.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Technology Services,31.7
WINDMACHIN,300.0,296.0,303.0,293.25,False,False,False,True,False,True,2.5889236987523416,5.51106,2.5626275476315037,True,0.24351663095526235,True,80.93,True,1.427362034603785,96.0,2.01,0,True,▄▄▃▃▁▂▃▂▂▂▆▄▃▃▃▂▅▅▂█,False,True,False,0,-0.04534606205250602,-0.03147699757869249,-0.022955347314647323,-0.029291156265584206,UP,False,47,73.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P96, CMF positive",Producer Manufacturing,33.3
SIGMAADV,763.65,730.95,763.65,730.95,False,True,True,True,True,True,1.7437673274959988,71.98256538,2.3807896635157135,True,0.08891886335422795,True,58.91,False,0.9522731865023237,34.0,-0.49,0,False,▃▂▂▁▁▅▂▂▂▂▂▄▄█▃▁▃█▄▃,False,False,False,13,0.7909240150093808,2.8941866394696585,0.8133147297472395,2.896372480782767,FLAT,True,100,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Technology Services,31.7
INDSWFTLAB,405.55,388.0,417.0,386.2,False,True,True,True,True,True,1.9500537356884402,81.84290996,2.134772478976632,True,0.2738974287377092,True,31.09,False,0.8511861576159121,6.0,-1.34,0,False,▆▁▅▅▅▄▅▅█▇▅▆▇▄▄▄▅▇▇▄,False,False,False,12,0.25023121030889706,0.7643348124945619,0.27262192504675575,0.7665206538076702,FLAT,True,99,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,38.7
DOLPHIN,724.3,694.0,745.0,668.4,False,True,True,True,True,True,2.8793368917008535,14.892404729999999,3.1249627404038764,True,0.16122196851766454,True,42.17,False,0.9227470158969815,34.0,-0.38,0,False,▄█▄▆▅▃▃▅▅▁▃▄▄▂▂▅▃▃▂▃,False,False,False,3,0.18689061859893474,0.8265035934938847,0.20928133333679344,0.828689434806993,FLAT,True,99,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Industrial Services,44.4
IRISDOREME,66.24,64.81,68.0,63.2,False,True,True,True,True,True,2.637597912234376,17.210304576,2.862618399882123,True,0.24542303087608114,True,16.59,False,0.42611666195772224,35.0,-0.62,0,False,▂▂█▆▄▃▃▂▅▃▄▄▃▅▅▆▃▃▂▁,False,False,False,8,0.1643522587449462,0.5116385212231855,0.18674297348280489,0.5138243625362938,FLAT,True,97,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Non-Durables,32.9
