symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
GHCLTEXTIL,117.25,112.96,118.44,112.71,False,True,True,True,True,True,1.5037078940503803,12.9669589,1.6574975925401974,True,0.28508392472957633,True,59.42,True,1.1004009370630665,46.0,-0.07,0,True,▄██▇▂▄▄▄▄▂▄▄▆▆▇▂▃▁▃▆,False,False,False,11,0.25777730100836727,0.3660724688337411,0.24183297989250296,0.301936927709604,FLAT,True,91,84.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,38.2
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9554309804853642,1.0193185301595487,FLAT,True,100,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,38.4
DIACABS,269.07,248.0,269.07,247.42,False,True,True,True,True,True,3.2846099918570046,559.193139987,3.9476938856999273,True,0.1474790321520491,True,32.03,False,0.8346144826328271,17.0,-1.02,0,True,▂▃▃▃▄▄▃█▄▁▂▃▄▄▃▃▄▅▆▂,False,False,False,6,0.33071216617210686,0.5849089945220003,0.31476784505624256,0.5207734533978632,FLAT,True,97,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,33.2
ADOR,1507.2,1455.3,1587.0,1385.0,False,True,True,True,True,True,10.2986579823757,61.10460096,11.544306935626588,True,0.1982777721459816,True,21.76,False,0.4078075658048858,2.0,-2.73,0,True,▇████▆▆▆▇▇▆▇▆▆▆▅▅▃▆▁,False,False,False,18,0.21705426356589141,0.4740342298288509,0.2011099424500271,0.4098986887047138,FLAT,True,95,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,33.2
RAIN,223.4,210.75,224.85,210.0,False,True,True,True,True,True,2.038407258336805,209.05209032,2.270498827087201,True,0.12401614542109367,True,32.04,False,0.8285171250145457,14.0,-1.2,0,True,▃██▅▆▇▄▅▆▃▂▃▄▁▆▁▄▆▄▃,False,False,False,5,0.21208832944495692,0.4165239997463699,0.19614400832909262,0.3523884586222328,FLAT,True,93,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,38.2
NELCO,928.5,888.05,935.05,881.0,False,True,True,True,False,True,1.6721792162187354,36.9808551,1.7347190778071948,True,-0.07594355464372077,True,40.97,True,1.2890538967372496,55.0,0.25,0,True,▁▂▂▁▃▃█▃█▅▃▇▃▅▇▇▂▁▅▇,False,True,False,3,0.05421515753619066,0.37392719739567926,0.03827083642032636,0.30979165627154215,FLAT,True,91,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,RS leader,Electronic Technology,31.2
THYROCARE,562.85,556.4,568.5,545.65,False,True,True,True,True,True,1.7150159866542496,36.361685980000004,1.7930572751550862,True,0.023413531443291176,True,61.04,True,1.2692207724697198,93.0,1.41,0,True,▄▇▇▄▆▆▇▄▆█▆▆▇█▁▅▅▆▃█,False,False,False,5,0.00796919770773652,0.18494736842105275,-0.007975123408127782,0.12081182729691564,FLAT,True,75,77.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P93, CMF positive",Health Services,39.1
BHAGYANGR,276.0,250.1,285.49,250.1,False,True,True,True,True,True,4.031814094917344,55.9844472,5.6121670223747735,True,0.1649743389507399,True,32.67,False,0.7760832383124289,8.0,-1.71,0,False,▅▅▅██▁▃▃▃▂▅▄▇▆█▇▇▇▂▃,False,False,False,11,0.8778065042862977,0.6453055141579731,0.8618621831704334,0.581169973033836,UP,True,98,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,33.2
ANANTRAJ,608.85,603.0,612.0,598.15,False,True,True,True,True,False,1.5105226955853022,223.61660145,1.6391424317782695,True,0.2810689047413453,True,39.95,True,1.08005082592122,75.0,0.69,0,True,▄▄▄▇▆▅█▇▇▇▁▆▆▄█▃▄▆▆▆,False,False,False,5,0.16459449120122427,0.21176236441436957,0.14865017008535997,0.14762682329023247,UP,True,79,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Consumer Durables,36.2
STYRENIX,2452.9,2378.0,2518.0,2370.0,False,True,True,True,True,False,13.380189347250269,93.8602185,14.177651238545623,True,0.1441494510097701,False,58.93,True,1.0580557126569892,50.0,-0.03,0,True,▂▂▂▃▂▃▃▁▃▃▁▁▅▃▂█▅▄▅▄,False,True,False,3,0.029721674153058375,0.10272433015644666,0.013777353037194073,0.038588789032309556,FLAT,True,61,75.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Process Industries,38.2
CEMPRO,1639.6,1635.0,1649.2,1621.5,False,True,True,True,True,True,0.7410252979198364,75.2264876,0.8223874593707147,False,0.35002003876136706,True,63.04,True,1.0742189164089324,96.0,1.5,0,True,▂▄▄▅▄▂▄▂▄▁▃▄▄▅▃▄▂█▇▄,False,False,False,14,0.3411860940695295,0.8361610392519176,0.3252417729536652,0.7720254981277805,FLAT,True,99,74.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P96, CMF positive, RS leader",Industrial Services,25.6
