symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
AMIRCHAND,179.2,172.45,179.21,172.02,False,True,True,True,True,True,1.4684311048858019,26.15751936,1.7083020213632172,True,0.3465362065276804,True,79.02,True,1.6565516807647558,97.0,1.95,1,False,▁▂▂▃▄▄▂▃▁▄▄▆▅▆▇▅▄█▄█,False,False,False,7,0.3863530868017948,0.3763440860215055,0.3719645975931618,0.3553506932741177,UP,True,93,88.0,STRONG,MARKUP,DEL79% ▁▂▂▃▄▄▂▃▁▄▄▆▅▆▇▅▄█▄█ P97 Z+1.9,GREEN,A,WATCH_FOR_ENTRY,"Delivery P97, CMF positive, RS leader",Process Industries,39.6
IPCALAB,1890.2,1880.9,1909.9,1867.8,False,True,True,True,True,True,3.7925346327534806,150.23366306000003,4.138583668465333,True,0.2648064877746429,False,76.47,True,1.5162841421702276,97.0,2.39,1,True,▁▄▃▃▄▄▄▄▃▆▄▆▆▄▃▅▄▄▄█,False,False,False,13,0.2245400362788288,0.21158900070508313,0.2101515470701958,0.19059560795769537,UP,True,83,87.0,STRONG,BREAKOUT,DEL76% ▁▄▃▃▄▄▄▄▃▆▄▆▆▄▃▅▄▄▄█ P97 Z+2.4,GREEN,A,WATCH_FOR_ENTRY,"Delivery P97, CMF positive",Health Technology,41.5
GRINDWELL,2382.3,2059.0,2455.0,2054.9,False,True,True,True,True,True,5.468466364150921,74.45759535,6.141043616242805,True,0.08293078609071218,True,47.87,False,0.8782680488028621,19.0,-0.8,0,False,▃█▅▅▂▂▃▁▄█▄▄▄▇▆▃▅▅▆▃,False,True,False,7,0.1314652101638567,0.4356393877305049,0.1170767209552237,0.41464599498311716,FLAT,True,95,80.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,39.6
DIXON,14507.0,14101.0,14685.0,14101.0,False,True,True,True,True,False,3.9297383029616686,3289.2243352,4.430444459908213,True,0.0730136333151214,True,40.2,True,1.2981770623092697,79.0,0.69,0,True,▃▃█▃▆▆▆▃▁▆▃▅▆▄▃▆▄▄▃▇,False,False,False,8,0.14534975525027627,0.31308834178131795,0.13096126604164327,0.2920949490339302,FLAT,True,90,80.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,34.8
OFSS,11651.0,11340.0,11685.0,11249.0,False,True,True,True,True,True,1.636706964818586,538.6094186,1.810021425563154,True,0.3017403300442508,True,49.94,True,1.3258641745871607,88.0,1.19,0,True,▃▄▆▃▆▆▅▆▃▁▄▆▃▆▆▄▃▅▆█,False,False,False,10,0.24910211739480026,0.2321929036010788,0.23471362818616726,0.21119951085369104,UP,True,85,80.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Technology Services,39.7
GCSL,513.2,504.0,521.4,504.0,False,True,True,True,True,True,1.8411217742855188,73.28193212000001,2.0506272332096462,True,0.024733275157459548,True,43.49,True,1.1883487717572478,53.0,-0.1,0,True,▃▃▂▇▄▄▄▂▃▆▅▄▄▁▅▃▂▂█▅,False,False,False,11,0.19948580109851588,0.3743974290305305,0.18509731188988288,0.35340403628314276,FLAT,True,93,79.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Finance,39.6
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9569868123925955,1.062460678536298,FLAT,True,100,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,41.5
LODHA,1216.9,1190.0,1225.2,1139.15,False,True,True,True,True,False,1.7998035788488038,772.08946356,2.1376006306526043,True,0.25525712852313215,True,47.81,True,1.1783117683302526,42.0,-0.17,0,False,▇▆▁▄▃▃▆▅▄▆▇█▇▆▄▃▂▄▄▆,False,False,False,8,0.3531635716668522,0.3552734157478563,0.3387750824582192,0.33428002300046855,UP,True,92,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Finance,39.6
BHAGYANGR,276.0,250.1,285.49,250.1,False,True,True,True,True,True,4.031814094917344,55.9844472,5.6121670223747735,True,0.1649743389507399,True,32.67,False,0.7760832383124289,8.0,-1.71,0,False,▅▅▅██▁▃▃▃▂▅▄▇▆█▇▇▇▂▃,False,False,False,11,0.8778065042862977,0.6453055141579731,0.8634180150776647,0.6243121214105853,UP,True,98,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.5
GNA,592.0,552.75,601.65,546.25,False,True,True,True,True,True,3.5101208391123233,175.6383488,4.57502603518967,True,0.05399925933819869,True,16.5,False,0.41262378713614084,1.0,-3.21,0,False,▂▃▅▇▄▄▇▇▆▅▆▄▇▆▇█▃▃▄▁,False,False,False,10,0.4339348431633765,0.3425558453339381,0.4195463539547435,0.32156245258655036,UP,True,92,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.5
WELCORP,1684.0,1694.0,1695.5,1658.9,False,True,True,True,True,True,0.9156814145899622,217.6458856,0.9904459933214788,False,0.3906877946063469,True,63.62,True,1.2485281419263676,94.0,1.51,0,True,▇▄▄▅▇▇▆▄▅▃▄▁▄▇▅▆▅▄█▇,False,False,False,18,0.20509517675683409,0.2961822660098521,0.19070668754820108,0.27518887326246433,FLAT,True,90,74.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P94, CMF positive, RS leader",Producer Manufacturing,35.5
JINDALSAW,268.05,255.75,270.8,248.5,False,True,True,True,False,True,3.0196247378145493,151.61851536,3.0792320594346396,True,0.2639278705896005,True,42.56,False,0.9517420278187754,46.0,-0.05,0,True,█▅▆▄▄▄▅▇▇▇▆▆█▅▄▅▅▁▁▅,False,True,False,10,0.015110202226766623,0.10554318238059879,0.0007217130181336184,0.08454978963321103,FLAT,True,68,74.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Non-Energy Minerals,38.9
FILATEX,73.1,70.7,75.8,68.5,False,True,True,True,True,True,7.297172162016099,220.7828335,8.393723606695705,True,0.2782620779518315,False,20.85,False,0.4529015020690105,2.0,-2.67,0,True,▇▅█▅███▆▆█▅▂▄▃▅▄▃▅▁▁,False,False,False,10,0.341530556065333,0.6129744042365399,0.3271420668567,0.5919810114891522,FLAT,True,98,73.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,39.6
EMMVEE,364.55,356.3,371.55,348.35,False,True,True,True,True,True,8.638279598560624,838.1376341,9.26039047600837,True,0.0471029676195656,True,19.8,False,0.44299761720978625,4.0,-2.31,0,True,████▆▆▆█▆▅▆▆█▆▆▇▆▇▇▁,False,False,False,6,0.06422420084659164,0.39701092163249685,0.049835711637958635,0.3760175288851091,FLAT,True,94,73.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,34.8
CAPITALSFB,299.35,296.6,300.45,295.5,False,True,True,True,True,True,1.5543578832161464,2.58482738,1.6138111459293725,True,0.0005937535722612919,True,78.14,True,1.2407014869681887,94.0,1.31,0,True,▅▇▇▄▆▆▆▆▆▁▄▇▇▇▅▆▆▇▇█,False,False,False,6,0.028694158075601495,0.08578164671744659,0.01430566886696849,0.06478825397005883,FLAT,True,64,73.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P94, CMF positive",Finance,39.6
RUBYMILLS,336.2,283.9,340.8,281.6,False,True,True,True,True,True,14.940569566628453,46.50886578,18.90604946609948,True,0.4456975572180055,True,20.45,False,0.3764346393498449,1.0,-2.52,0,False,▅▇▅▆▇▆█▅▄▄█▃▃▄▄▆▇▁▃▂,False,False,False,12,0.475920804249528,0.7608547635258993,0.461532315040895,0.7398613707785116,FLAT,True,99,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,39.6
CYIENTDLM,586.9,543.2,591.0,543.2,False,True,True,True,True,True,5.670635105400657,180.48254896,6.480683405078493,True,0.2916714451254149,True,17.93,False,0.3765264229989815,1.0,-2.99,0,False,▅▅▇█▆▆▆▇▇▅▂▅▂▄▅▅▄▆▆▁,False,False,False,9,0.2511191643572799,0.38159133709981163,0.23673067514864687,0.36059794435242387,FLAT,True,94,72.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,34.8
HCG,660.1,648.0,662.9,640.5,False,True,True,True,False,True,2.698821996000673,41.97457082,2.7905303420307015,True,-0.11906538747688349,True,87.15,True,1.3770926989594774,99.0,2.65,0,True,▄▃▂▃▃▃▃▂▅▂▃▁▇█▁▃▂▂▆█,False,False,False,6,0.07376982513216768,0.07499389300545567,0.05938133592353467,0.05400050025806791,UP,True,62,72.0,BUILDING,SEED,,GREEN,B,WATCH_FOR_ENTRY,Delivery P99,Health Services,32.2
IIFL,567.1,545.3,571.0,542.15,False,True,True,True,True,True,2.5036495284589253,259.14570215,2.705795363665183,True,0.024154909396476985,True,49.48,True,1.0166426957057735,79.0,0.71,0,True,▄▅▄▁▅▅█▅▄▂▂▅▄▄▃▃▂▃▇▄,False,False,False,7,0.07161753590325004,0.22167169323567437,0.057229046694617036,0.2006783004882866,FLAT,True,84,71.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Finance,39.6
OPTIEMUS,583.25,566.0,593.0,566.0,False,True,True,True,True,True,1.0441780973539232,21.45905065,1.2052795574013173,True,0.15664702660811533,True,51.52,True,1.1475921058493341,59.0,0.18,0,False,▄▆▂▅▃▃▁▃▁▄▅▃▅█▆▅▅▅▄▆,False,False,False,14,0.31793017738108675,0.3155520469155295,0.30354168817245375,0.29455865416814175,UP,True,91,70.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Distribution Services,39.7
ADANIENT,3174.7,3127.3,3195.0,3115.2,False,True,True,True,False,True,0.7231941332003319,506.91609538999995,0.7481997495057322,False,0.09979907742076422,True,48.58,True,1.3122104722931272,94.0,1.78,0,True,█▃▃▁▂▂▅▆▆▄▂▅▅▄▅▆▆▄▅▆,False,False,False,11,0.08663061336254096,0.30866894760707364,0.07224212415390796,0.2876755548596859,FLAT,True,90,70.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P94, CMF positive, RS leader",Distribution Services,39.7
