symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
JLHL,1499.8,1490.0,1507.9,1483.5,False,True,True,True,True,True,1.6033228618131197,7.436458339999999,1.7100718414713927,True,0.17997305698681043,True,79.94,True,1.2889078787194763,94.0,1.69,0,True,▅▅▅▁▃▃▃▆▆▅▃▂▄▆▁█▃▇▆▇,False,False,False,20,0.12067548382276017,0.20195544157717582,0.09835584316249957,0.16748975317340076,FLAT,True,80,82.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P94, CMF positive",Health Services,36.8
JBCHEPHARM,2506.0,2491.0,2510.0,2441.3,False,True,True,True,True,True,2.053464033940495,179.836825,2.173813930984067,True,0.4544772374083419,True,75.34,True,1.228817014891292,94.0,1.42,0,True,▂▃▁▂▂▃▃▄▄▄▂▁▃▆▆▂▅▆█▇,False,False,False,17,0.14137365640371646,0.17020779827223897,0.11905401574345587,0.1357421098684639,FLAT,True,76,82.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P94, CMF positive",Health Technology,41.8
SHREEJISPG,587.35,577.1,593.35,576.85,False,True,True,True,True,True,1.8615930457938537,115.69138672999999,2.1250585046584036,True,0.2799259886391199,False,43.83,True,1.2822725743457717,62.0,0.32,0,True,▅▃▃▂▃▃▃▂▃▁▆▃▃▄▄▄█▄▇▅,False,False,False,13,0.18752527294783672,0.39182464454976307,0.16520563228757612,0.357358956145988,FLAT,True,93,79.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Transportation,42.0
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9490556609409679,1.0489883828799107,FLAT,True,100,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,41.8
CEMPRO,1601.4,1610.0,1623.7,1532.0,False,True,True,True,True,True,1.1984180829240503,107.63313666000002,1.3586527954902983,True,0.28761673961581247,True,61.06,True,1.1260592536584018,95.0,1.41,0,True,▁▆▃▄▄▇▇█▇▄▆▃▆▃▅▆▇█▆▇,False,False,False,12,0.35253378378378386,0.6962186209088022,0.33021414312352326,0.6617529325050271,FLAT,True,98,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P95, CMF positive, RS leader",Industrial Services,33.3
FILATEX,70.34,63.75,72.45,62.93,False,True,True,True,True,True,12.826919494004073,229.49387954600002,15.279843056940122,True,0.28655116346380566,True,20.61,False,0.43520493274489513,1.0,-2.73,0,True,▆▇▅█▅███▆▆█▅▂▄▃▅▄▃▅▁,False,False,False,10,0.32467043314500943,0.5561946902654866,0.30235079248474883,0.5217290018617116,FLAT,True,97,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,38.8
CPPLUS,3719.3,3650.1,3749.5,3650.1,False,True,True,True,True,True,1.1379794595798263,93.32504753,1.1790902900233218,True,0.08256639323511702,True,61.87,True,1.1964340965346534,93.0,1.49,0,True,▅▁▆▅▆▆▆█▆▅▆▆▃▅▄▇▅▂▆█,False,False,False,8,0.11083567289887108,0.510436972059779,0.08851603223861049,0.47597128365600394,FLAT,True,96,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P93, CMF positive, RS leader",Consumer Durables,39.5
ATHERENERG,1296.4,1225.0,1318.9,1225.0,False,True,True,True,True,True,4.491122606642913,2217.54574132,5.234636917393601,True,0.30585937701068094,True,12.1,False,0.3966692892735379,1.0,-2.07,0,True,▇█▅▆▇▆▆█▃▅▅▇▇▇▄▄▄▇▆▁,False,False,False,10,0.3092304584932337,0.44437635786307195,0.2869108178329731,0.4099106694592969,FLAT,True,94,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Durables,39.5
HEG,585.6,565.0,589.9,564.5,False,True,True,True,True,True,2.189687633430377,157.14037248,2.3653781266644818,True,0.15980611987240168,True,48.96,True,1.1632078497523195,95.0,1.62,0,True,▄▅▄▄▅▆▆▃▆▇▆▅▂▅▆█▁▄▅▆,False,False,False,0,0.07331378299120228,-0.012895069532237624,0.05099414233094168,-0.04736075793601269,UP,False,36,77.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P95, CMF positive",Electronic Technology,32.6
BHAGYANGR,276.0,250.1,285.49,250.1,False,True,True,True,True,True,4.031814094917344,55.9844472,5.6121670223747735,True,0.1649743389507399,True,32.67,False,0.7760832383124289,8.0,-1.71,0,False,▅▅▅██▁▃▃▃▂▅▄▇▆█▇▇▇▂▃,False,False,False,11,0.8778065042862977,0.6453055141579731,0.8554868636260371,0.610839825754198,UP,True,98,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.9
KALYANKJIL,548.1,534.0,551.0,518.3,False,True,True,True,True,True,2.080228361931217,3487.61023191,2.4506655369514507,True,0.4922759026409982,True,11.49,False,0.42730433812454677,0.0,-2.27,0,False,▆▄▆▃▃▆▆█▇▄▇▇█▄▂▁▂▁▂▁,False,False,False,5,0.43088369664534665,0.31865752435943717,0.40856405598508605,0.2841918359556621,UP,True,90,76.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Retail Trade,37.5
ENDURANCE,2746.2,2700.0,2765.0,2666.0,False,True,True,True,True,True,2.849372738447059,86.13209142,2.929680082950546,True,0.12441918924520852,True,72.28,True,1.2877134534700387,96.0,1.69,0,True,▁▄▂▄▅▁▁▄▂▄▂▃▆▃▁▅█▄▂█,False,False,False,0,0.0625241816915576,0.16651091665958706,0.040204541031297,0.132045228255812,FLAT,True,75,76.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P96, CMF positive",Producer Manufacturing,35.9
SAREGAMA,490.6,487.6,499.0,483.5,False,True,True,True,False,True,1.114310478246179,34.0091279,1.1377652312255866,True,0.1448010429491728,True,46.6,True,1.5374210257171608,53.0,0.11,1,True,▃▅▄▅▄▅▅▃▄▅▅▆▅▆▅▁▅▅▆█,False,False,False,10,0.08204675782973103,0.39791993161419015,0.059727117169470434,0.3634542432104151,FLAT,True,93,74.0,BUILDING,BUILDING,DEL47% ▃▅▄▅▄▅▅▃▄▅▅▆▅▆▅▁▅▅▆█ P53 Z+0.1,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Services,35.9
