symbol,close,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason
LAURUSLABS,1469.2,True,True,True,True,False,True,0.7768612040658973,281.82870232000005,0.7789338351925406,False,0.15561009700826353,True,44.77,False,0.8211288917419415,36.0,-0.3,0,False,▃▂▄▃▃▅▁▅▂▂▃▃█▃▂▇▆▆▅▁,0.060258353178898716,0.3492515382496095,0.0251792142622147,0.3236389779825801,FLAT,True,92,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
INDNIPPON,1007.4,True,True,True,True,False,True,1.6030565450651975,6.34228818,1.696657936300491,False,-0.06491475882820041,True,47.01,False,0.9471139317014202,32.0,-0.28,0,True,▅█▅▂█▄▄▆▄▅▆▆▄▄▄▆▅▇▁▄,0.1499999999999999,0.24678217821782167,0.1149208610833159,0.22116961795079226,FLAT,True,87,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
SIGNPOST,310.15,False,True,True,True,True,True,1.3208108024323928,44.664794545,1.3733954148938488,True,0.14536637949696277,True,24.98,False,0.5847446716370744,4.0,-2.18,0,False,▄▆█▇█▇▇▆▇▆▅▅▇▁▁▂▃▄▃▃,0.17015657423127695,0.16729394053443736,0.13507743531459293,0.14168138026740795,FLAT,True,77,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
DIXON,12934.0,True,True,True,True,False,False,0.9164645825519573,703.829478,0.9568808196686384,False,0.22439007591143792,True,30.83,True,1.0044962856770494,47.0,-0.27,0,True,▄▅▆▄▃▅▃▃█▃▆▆▆▃▁▆▃▅▆▄,0.12596848611473832,0.13755496921723842,0.0908893471980543,0.11194240895020902,FLAT,True,72,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CHOLAHLDNG,1663.1,True,True,True,False,False,False,1.3103342651794034,29.524847989999998,1.3683747347810946,False,0.06614453551111169,True,59.43,True,1.0853902418979264,63.0,0.28,0,True,▂▅▇▆▆▂▇▇▆▃▄▄▄▃▄▅▁▃█▆,0.1619506742122545,0.07644012944983802,0.1268715352955705,0.05082756918280862,UP,True,61,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CHENNPETRO,1109.9,False,False,True,True,False,True,1.6140880853034218,138.08221504000002,1.560420935797952,True,-0.20233107377502207,True,22.48,False,0.6562641404778934,17.0,-0.9,0,True,▅▂▂▃▄▅▄▂▂▂▆▆▃▆▅▃▃▃█▁,-0.06282192012159071,0.03903763340198463,-0.09790105903827473,0.013425073134955223,FLAT,True,53,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
ASKAUTOLTD,465.5,True,True,True,True,False,False,2.615998859927624,20.8499312,2.6516040442399733,False,0.028352980936125993,False,43.68,False,0.8531333313801892,25.0,-0.61,0,True,▄█▄█▇▅▄▅██▁▁▆▇▇▅▅▅▆▃,0.08774389531487325,0.03559510567296997,0.05266475639818924,0.009982545405940568,UP,True,52,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
VHL,3575.2,False,True,True,True,False,False,0.8392030589655867,0.14908584,0.8424244304522345,False,0.08949667673814514,True,76.02,True,1.085085427996403,87.0,1.15,0,True,▅▄▅▂▄█▇▇▄▁▄▄▁▅▄▆▇▃▅▆,0.05837773830669035,0.034191495516343595,0.023298599390006336,0.00857893524931419,UP,True,52,46.0,IGNORE,SEED,,NEUTRAL,C,WAIT,CMF positive
PNBHOUSING,1072.2,True,True,True,True,False,True,1.863127983829032,163.0188963,1.9267079649118861,False,0.05781562414097812,False,47.51,False,0.9166152183979007,44.0,-0.14,0,False,▅▇▇▆▅▄▃▄▁▂▆▆▄█▆▃▅▄▆▄,0.10707279297883332,0.02211630123927555,0.0719936540621493,-0.0034962590277538563,UP,False,49,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
PRICOLLTD,608.8,True,True,True,True,False,True,0.7509689504639383,27.301270719999998,0.7790160318433464,False,0.08827459554208551,False,53.71,True,1.061577839488482,77.0,0.64,0,True,▃█▅▅▃▆▆▃▅▇▄▄▁▅▆▄█▅▃▆,0.12107540742104783,0.022334172963895726,0.08599626850436382,-0.0032783873031336785,UP,False,49,46.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
INDOBORAX,415.45,False,True,True,True,True,True,1.0242847080132829,12.68659665,1.1088879499872213,True,-0.23908984555206342,False,52.47,True,1.0990668300499575,30.0,-0.48,0,False,███▆█▇▆▇▁▃▅▅▅▆▇█▆▆▆▇,0.1497163414971634,0.6881349045103617,0.11463720258047938,0.6625223442433323,FLAT,True,98,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,RS leader
PAISALO,70.42,False,True,True,True,False,True,1.414635165774864,144.100636134,1.477268038947607,True,0.0740157942950254,False,36.61,False,0.7598509770550326,7.0,-1.29,0,False,▇▆▇▄▃▃▄▇▅▅▇▇▇█▂▁▃▄▄▃,0.18333053268358257,0.49829787234042566,0.14825139376689855,0.47268531207339626,FLAT,True,96,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
WELCORP,1529.2,True,True,True,True,False,True,1.3133872007882663,195.8018264,1.357345476416219,False,0.32020207626910696,False,62.85,True,1.3260053166800285,93.0,1.47,0,False,▅▃▅▅▆▅█▅▅▅██▇▄▅▄▅▁▅█,0.11587857559836534,0.24832653061224486,0.08079943668168132,0.22271397034521545,FLAT,True,87,45.0,IGNORE,SEED,,NEUTRAL,C,WAIT,"Delivery P93, CMF positive"
RGL,115.53,True,True,True,True,False,False,0.9548617361326633,9.529676898,1.0054170408748695,False,0.09406190569889814,False,55.06,True,1.0706646443433283,82.0,0.91,0,True,▁▃▄▄▃▃▃▅▄▇▇▇▆▆█▆▇▅▆▅,0.20168504264614096,0.15472263868065972,0.16660590372945694,0.1291100784136303,UP,True,75,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
VAIBHAVGBL,242.77,False,True,True,True,False,True,11.153061748250552,79.126390255,11.328060669724724,True,-0.3655054614295602,False,20.67,False,0.4477175502247252,2.0,-2.65,0,True,▆▇▇▇▆▇█▇▆▄▇▇▆▇▄▄▇▆▇▁,0.08578201171787647,0.10591290087463556,0.050702872801192456,0.08030034060760616,FLAT,True,67,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
GRAVITA,1727.9,True,True,True,True,False,True,3.350823116108449,107.20859224000002,3.407161579025832,False,-0.024837558791540655,False,42.97,False,0.8806410624257082,29.0,-0.4,0,True,▆██▆▁▅▆▅▇▄▇▇▄▇█▇▆▆▇▅,0.0936768149882905,0.06463339494762788,0.058597676071606486,0.03902083468059847,UP,True,58,45.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
GANECOS,1077.95,True,True,True,True,False,False,1.4443728658995572,32.422256715,1.5798359311760788,False,0.38885913141410766,False,51.45,False,0.999621134846851,54.0,0.11,0,True,▅▅▄▅▄▄▃▅▅▅██▄▄▅▅▁▄▄▅,0.18163880515209652,0.03649038461538456,0.1465596662354125,0.010877824348355158,UP,True,52,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
PNGSREVA,409.7,True,True,True,True,False,True,3.4671737356923304,13.79033812,3.607610370106583,False,-0.09305665694410417,False,41.33,False,0.6363944321261396,23.0,-0.68,0,True,▄▃▇█▆▇▇▅▃▃▇▇▃▆▇▁▄▆▇▂,0.0529426882549473,0.03224993701184187,0.017863549338263285,0.006637376744812462,UP,True,51,45.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
SMSPHARMA,403.25,True,True,True,True,False,True,1.3548852667963396,12.8254469,1.368564118316485,False,-0.39720412910226777,False,59.2,True,1.3570356107233321,96.0,1.63,0,True,▅▄▇▇▆▆▅█▄▅▇▇▇▁▃▃▆▇▅▇,0.05687328004193426,0.02869897959183665,0.021794141125250244,0.0030864193248072436,UP,True,51,45.0,IGNORE,SEED,,NEUTRAL,C,WAIT,Delivery P96
MMFL,500.1,False,True,True,True,False,True,1.209263818973617,8.04250818,1.2646241803235856,True,-0.015332616014427786,True,57.85,True,1.0849383920031506,67.0,0.49,0,True,█▅▇▇▇▆▅██▇▆▆▇▇▆▁▄▅█▇,0.135300794551646,0.014401622718052787,0.10022165563496199,-0.011210937548976618,UP,False,47,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
HEIDELBERG,159.02,True,True,True,False,False,False,1.6784804077731763,3.15026571,1.731101760097327,False,0.0814597448828276,True,62.26,True,1.028793324245053,68.0,0.45,0,False,▅▇▅▅█▄█▅▅▅▇▇▄▆▅▆▄▁▅▆,0.07395150942121975,0.00031452475309823313,0.038872370504535736,-0.025298035513931172,UP,False,43,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
PARKHOTELS,124.21,True,True,True,False,False,False,2.7614244160651653,5.555739406,2.85455056334324,False,-0.07957985772414475,True,60.2,True,1.0510969296446002,64.0,0.27,0,True,▅▅▃▇▄▂▅▂▁▅▇▇▄▄█▁█▆▂▆,0.07485289027345088,-0.011066878980891759,0.03977375135676686,-0.036679439247921164,UP,False,40,45.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
NIBE,1480.5,True,False,True,True,False,False,0.439557484974502,12.82808835,0.3865466452087319,False,0.12025769528127518,True,38.86,False,0.8955980640700621,16.0,-0.96,0,True,▄█▃▆▄▁▁▄▆▆▃▃▅▄▅▇▂▃▆▃,-0.01477340786584147,0.35137602117657796,-0.049852546782525486,0.32576346090954855,FLAT,True,92,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
BOROSCI,155.84,True,False,True,True,False,True,0.25969756775056674,1.844257312,0.2389185542066407,False,0.12295521918997336,True,60.07,True,1.3040552275095518,64.0,0.5,0,False,▄▇▇▄▆█▇▇▆▇██▁▃▇█▇▇▆█,0.027629409825255413,0.3336756525459992,-0.007449729091428603,0.3080630922789698,FLAT,True,91,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
PGIL,1951.7,True,True,True,True,False,True,0.23664678653682733,10.709758579999999,0.23061726961061632,False,0.4264350079203332,True,41.98,True,1.0013238082743978,33.0,-0.39,0,False,▆█▆▅▅▅▅▅▅▁▂▂▆▃▄▆▄▄▄▅,0.18882865322531517,0.2506888817686639,0.15374951430863115,0.22507632150163448,FLAT,True,87,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
VMART,784.95,False,True,True,True,False,True,0.8965494514095285,13.667235420000003,0.9198763489736793,False,0.17494058663552017,True,50.63,True,1.2181507590886125,54.0,0.09,0,False,▄▅▄▃▄▃▄▂▃▂▅▅▁▄█▄▆▇▄▆,0.13620901787652895,0.24004739336492897,0.10112987895984493,0.21443483309789957,FLAT,True,86,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
KIRLOSIND,4006.2,True,True,True,True,False,True,0.13539593921065313,3.9853677600000004,0.1348206964403035,False,0.15608865028315982,True,47.18,True,1.4570497676070475,41.0,-0.07,0,False,▇█▆█▁▂▄▁▁▄▅▅▄█▆▄▇▄▇█,0.2889546668382612,0.22326717557251907,0.2538755279215772,0.19765461530548967,UP,True,84,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
STYLEBAAZA,370.05,True,False,True,True,False,True,0.6886678498092361,32.826728445,0.65892722827133,False,0.1039892512093578,True,45.45,False,0.9118998414959572,42.0,-0.09,0,True,▆▁▂▇▄▆▆▇▇▄▇█▇▇▄▇▂▇▆▄,0.24700926705981474,0.2134776192818495,0.21193012814313072,0.1878650590148201,UP,True,83,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CERA,6323.5,True,True,True,True,False,True,0.6056093868905513,6.9697617,0.6049331853264656,False,0.2804058614060547,True,56.4,True,1.2469737671210162,73.0,0.48,0,False,▄▆█▅▄▃▃▇▄▄▁▁▄▆██▆▄▅█,0.07734900758156571,0.21023923444976078,0.042269868664881693,0.18462667418273138,FLAT,True,82,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
HAPPYFORGE,1520.8,False,True,True,True,False,True,0.624132305803912,13.74909656,0.6402571722355004,False,0.2512324270414897,True,52.54,False,0.9477852240031027,46.0,-0.18,0,True,▁▄▁▄▂▃█▆▂▁▂▂▂▃▂▃▂▁▂▂,0.1253514873464554,0.1618029029793735,0.09027234842977139,0.1361903427123441,FLAT,True,76,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
PHOENIXLTD,2022.5,True,True,True,True,False,True,0.6239355872049174,97.08505625,0.6430553610129766,False,0.113474453263346,True,48.99,False,0.8847671594079879,21.0,-0.72,0,True,▂▂▂▂▃▂▂▇▁▁▃▃▅▃▃█▅▅█▂,0.1454380698872968,0.1427844954232116,0.11035893097061278,0.11717193515618218,FLAT,True,72,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
BHARATFORG,2143.9,True,True,True,True,False,True,0.3514835894651713,114.7565353,0.36254272552779965,False,0.17083253660307454,True,48.14,False,0.9678132727528598,54.0,0.06,0,True,▂▂▁▄▃▅▄▂▅▃▆▆█▂▄▄▄▅▆▃,0.10652903225806454,0.12647120638923925,0.07144989334138052,0.10085864612220985,FLAT,True,70,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
FEDERALBNK,326.55,True,True,True,True,False,True,0.6890898583567219,153.982921785,0.6977052859970069,False,0.18246156559743815,True,54.6,False,0.9194705466302919,49.0,-0.04,0,True,▆▁▃▆█▅▆██▅▅▅▇▅▆▇▂▁▆▃,0.049662487945997924,0.118513444082891,0.014583349029313908,0.09290088381586159,FLAT,True,69,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
360ONE,1091.7,True,False,False,True,False,True,2.807494147456539,292.52232504,2.7568340557920386,False,0.013614616333501861,False,59.29,True,1.0587689065876176,69.0,0.52,0,True,▄▄▆▃▁▄█▇▅▆▇▇▇▅▆▅▃▇█▆,0.037737642585551345,0.049156695978088694,0.002658503668867329,0.02354413571105929,FLAT,True,55,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
INGERRAND,4360.3,False,False,True,True,False,True,0.6572855820120941,6.26793125,0.6548790464366693,False,0.23090229913412308,True,66.86,True,1.2188719145367704,88.0,1.1,0,False,█▂▅▃▄▄▁▅▂▇▅▅▂▃▃▃▃▂▃▆,0.1118676050591596,0.02861523944326505,0.07678846614247559,0.0030026791762356453,UP,True,51,44.0,IGNORE,SEED,,NEUTRAL,C,WAIT,CMF positive
SUNDARMFIN,4653.5,True,True,True,False,False,False,1.5049296767824405,60.0850613,1.5670858529231377,False,0.14784560357287768,False,63.43,True,1.0944887324429722,79.0,0.77,0,False,▇▆▁▄▆▅▅▅▅▇▆▆▆▆█▅▅▇▄▇,0.10713266082984396,0.01471870911469697,0.07205352191315995,-0.010893851152332434,UP,False,47,44.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CANHLIFE,141.55,True,True,True,True,False,True,2.893194682456732,22.163899000000004,2.924375859836591,False,-0.07985281939115847,False,62.51,True,1.12094395280236,80.0,0.83,0,True,▁▃▄▄▆▄▄▅▃▄██▅▃▆▇▇▆▇▆,0.008693793201738798,0.006613568482434884,-0.02638534571494522,-0.01899899178459452,FLAT,False,45,44.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
COCHINSHIP,1404.1,True,False,False,False,False,False,4.517418824954348,947.5120942099999,4.326169728553814,False,-0.10204287480575741,False,45.22,True,1.509245043722048,97.0,1.98,1,True,▄▃▆▃▄▄▅▁▅▃▃▃▆▃▃▃▃▂▄█,-7.121492664874385e-05,-0.17410740544673842,-0.03515035384333276,-0.19971996571376782,UP,False,5,44.0,IGNORE,DISTRIBUTION,DEL45% ▄▃▆▃▄▄▅▁▅▃▃▃▆▃▃▃▃▂▄█ P97 Z+2.0,NEUTRAL,C,WAIT,Delivery P97
NGLFINE,3224.6,False,True,True,True,False,True,0.7005820853348403,4.9968401600000005,0.7429098600117335,False,0.015282899397957576,True,49.97,True,1.138359550305833,25.0,-0.7,0,False,▃▁▃▂▄▅▆▅█▄▂▂▄▆▇▅█▄▆▆,0.14680987267942225,0.42618310482087574,0.11173073376273823,0.40057054455384633,FLAT,True,94,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
LLOYDSENGG,81.73,True,False,True,True,False,True,0.4026287061463246,96.11119445400001,0.3861720140833356,False,0.3264904060571774,False,39.55,True,1.3073299727295264,52.0,0.06,0,False,▇▇█▁▁▃▃▄▅▄▅▅▄▅▅▇▆▅▆▇,0.17987584813050406,0.38996598639455793,0.14479670921382004,0.3643534261275285,FLAT,True,93,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
NIITLTD,98.8,True,True,True,True,False,False,0.3766712465219751,14.915500079999997,0.3614402660832111,False,0.17092688775159076,False,27.0,True,1.081795780996454,8.0,-1.31,0,False,▃▄▆▁▃▅█▂▅▃▆▆█▂▆▄▆▅▄▅,0.05645851154833181,0.3798882681564246,0.021379372631647797,0.3542757078893952,FLAT,True,93,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
HONASA,467.6,False,True,True,True,False,True,0.5839352434893577,63.559886039999995,0.6377670522335568,False,-0.20556012257141842,False,47.34,True,1.006966232385004,46.0,-0.1,0,True,▁▅▄▅▆▆▅▅▇▁██▃▅▄▅▅▅▅▅,0.12783405692233485,0.3506643558636626,0.09275491800565083,0.3250517955966332,FLAT,True,92,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,RS leader
WEWORK,719.8,True,True,True,True,False,True,0.9706844788665603,22.82212276,1.0230026175954028,False,-0.07878903045067684,False,48.85,True,1.001969069204578,31.0,-0.38,0,True,▄▅▃▄█▁▃▄▆▆▆▆▇▅▆▃▁▆▅▅,0.11166023166023153,0.3454205607476635,0.07658109274354752,0.31980800048063407,FLAT,True,92,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,RS leader
EPACKPEB,245.0,True,True,True,True,False,False,0.23646628385072538,19.905515,0.23997710344297296,False,0.25186094617251725,False,37.32,True,1.2648489264713358,44.0,-0.11,0,False,▁▁▄▅▅▅▄▅▆▆██▇▆▆▇▅▆▇▇,0.1577355637463378,0.3366795788095369,0.12265642482965378,0.3110670185425075,FLAT,True,91,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
QUADFUTURE,420.45,True,True,True,True,False,False,0.26158810884686806,12.871866525,0.26293771374953623,False,0.20700329843828025,False,41.83,True,1.4122929925553285,89.0,1.06,0,False,▅█▂▁▂▅▇▆▇▄▄▄▅▆▄▇▄▇▇▇,0.2424645390070923,0.3347619047619048,0.2073854000904083,0.3091493444948754,FLAT,True,91,43.0,IGNORE,SEED,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
ORIENTHOT,129.41,True,True,True,True,False,False,0.2845460690782756,8.420462821,0.2664420082920288,False,0.43587904345566864,False,51.07,True,1.1353430260993287,38.0,-0.17,0,False,██▆▇█▄▆█▁▁▅▅▆▇█▆▇▆▆▇,0.27497536945812806,0.30034163987138274,0.23989623054144404,0.27472907960435333,FLAT,True,90,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
HIKAL,228.78,False,True,True,True,True,False,28.31580767352321,233.04846285,30.95717026661898,True,-0.03715851398703858,False,11.32,False,0.2579057687050032,3.0,-2.7,0,False,▅▆▃▆█▄▄▄▄▅▅▅▅▄▆▆▆▇▆▁,0.2830463799001739,0.2217890520694259,0.24796724098348988,0.1961764918023965,UP,True,84,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
RPGLIFE,2452.3,False,True,True,True,True,True,5.708378230873648,20.00659909,6.180912718167486,True,-0.2806984963697235,False,25.62,False,0.5026288942949071,2.0,-2.32,0,False,▁▄▇▄▅▆█▆▄▆▇▇▇█▆▅▄▅▄▃,0.16321980836732775,0.2039373557857529,0.12814066945064373,0.1783247955187235,FLAT,True,81,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,No standout factor
PRESTIGE,1635.3,True,True,True,True,False,True,1.1241428023095523,170.5487076,1.1760154958033358,False,0.237463610250418,False,47.31,False,0.9127125756011922,43.0,-0.22,0,True,█▂▄▄▅▅▅▅▂▃▄▄▁▃▂▅▄▅█▃,0.23140060240963845,0.1630867709815078,0.19632146349295443,0.1374742107144784,UP,True,76,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
INDIGO,5421.5,True,True,True,True,False,True,0.3656577125926081,272.15116775,0.3927685035566536,False,0.299699075886377,False,52.32,False,0.9654828798405625,37.0,-0.25,0,True,▁▃▄▄▄▃▆▅▄▄▄▄█▅▃▅▄▄▅▄,0.20242636621717525,0.1552065798725788,0.16734722730049123,0.1295940196055494,UP,True,75,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
SUYOG,874.95,True,True,True,True,False,True,1.1712927287024488,5.206564965000001,1.2334740469199026,False,0.06991121806834759,False,46.05,False,0.8066069958487327,13.0,-1.01,0,True,▅▄█▁▇▃▆▆▆▅██▅▃▄▆▄▇▆▃,0.25270241248478764,0.15734126984126995,0.21762327356810363,0.13172870957424054,UP,True,75,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CHOLAFIN,1790.1,False,True,True,True,False,True,0.48307666697632046,170.02602513,0.5188299801706039,False,0.0874388845170926,False,55.42,False,0.8932802501571542,37.0,-0.31,0,True,▃▂▅▆▃▃▆▆▆▃███▅▁▅▅▂▇▃,0.20464333781964994,0.12641580669519237,0.16956419890296592,0.10080324642816296,UP,True,70,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CGPOWER,894.4,True,False,True,True,False,True,5.906618049687837,2192.02038432,5.609676998917348,False,-0.13401258358003235,False,51.29,True,1.0833359735555346,63.0,0.28,0,True,▁▁▃▅▃▃▆▄▅▄▄▄█▂▂▄▃▁▃▄,-0.046380211109926406,0.11071095932940067,-0.08145935002661042,0.08509839906237127,FLAT,True,68,43.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
PAGEIND,41415.0,True,True,True,True,False,False,2.194038475429177,301.91535,2.22237143275598,False,-0.16003408634211755,False,54.54,True,1.0804278922345483,57.0,0.25,0,True,▆▃▂▅▄▆█▇▃▁▅▅▃▄▁▅▄▆▅▅,0.09116058490317491,0.10440000000000005,0.056081445986490897,0.07878743973297064,FLAT,True,67,43.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
TRIVENI,449.1,True,True,True,True,False,True,0.8792273650734737,25.255857060000004,0.911295126189681,False,0.21447611074430573,False,47.2,False,0.9745220299789406,46.0,-0.03,0,True,▃▆▄▇▆▅▃▇▄█▅▅▆▆▁▅▄▅▃▅,0.20321500334896192,0.10643015521064303,0.1681358644322779,0.08081759494361362,UP,True,67,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
TAJGVK,350.2,True,True,True,False,False,False,2.740914420699668,11.2027229,2.769682010483435,False,0.1689413206746933,False,43.32,False,0.8556614488173424,32.0,-0.44,0,True,▅▇▇▆▆▆▄▄▃▃▇▇▅▅▃▆▇█▁▃,0.08069742323715468,0.09437499999999988,0.04561828432047066,0.06876243973297047,FLAT,True,65,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
OBEROIRLTY,1870.1,True,True,True,True,False,True,0.865867361773089,105.56415283999999,0.907915868640592,False,0.065561253583498,False,38.8,False,0.8184272696591292,19.0,-0.92,0,True,▅▇▇▇▁▇▃▇▄▄▄▄▆▅▆█▅▆█▄,0.17498115104297574,0.0898018648018648,0.13990201212629172,0.0641893045348354,UP,True,64,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
DELHIVERY,501.8,True,True,True,True,False,True,0.6716612009825742,189.57517254,0.6907944023845968,False,0.2644602418916456,False,48.32,False,0.8981078770305937,39.0,-0.21,0,True,▄█▅▅▅▁▅▁▄█▅▅▅▅▂▃▅▅▆▄,0.16399907214103449,0.07972027972027984,0.12891993322435047,0.054107719453250436,UP,True,62,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
CAPITALSFB,281.75,True,False,True,True,False,True,3.9392326832242386,5.72516,3.8395271892762763,False,-0.007108028471120699,False,72.22,True,1.1973407165475738,77.0,0.73,0,True,▄▇▄▇▆▅▅▇█▄▆▆▇▆▇▁▄███,0.023800872093023395,0.0652173913043479,-0.011278266823660621,0.03960483103731849,FLAT,True,58,43.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
UJJIVANSFB,59.63,True,True,True,True,False,True,0.9583245268354431,65.93445330600001,0.9760049300821103,False,0.12719780581939977,False,51.8,False,0.9608874296261256,56.0,0.1,0,True,▅▇▂▃▅▆▁▃▄▃▂▂▆▆▅█▂▂▁▃,0.1263694748772195,0.06311285434123737,0.09129033596053548,0.03750029407420796,UP,True,57,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
AADHARHFC,525.2,True,True,True,True,False,True,0.6914068004535762,28.010911760000003,0.7044270536517555,False,0.14344224052692123,False,59.42,True,1.1207937226497662,62.0,0.29,0,False,█▆▆▆▅▆▇▅▃▄▁▁▅▅▆▄▃▄▄▆,0.11780355432584866,0.06101010101010118,0.08272441540916464,0.035397540743071776,UP,True,57,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
ONEPOINT,55.57,True,False,False,True,False,True,2.0909461491505024,11.321787344,2.0072570736818003,False,0.040381664619457906,True,32.39,False,0.6457787126294697,14.0,-1.14,0,True,▄▃▃▅▆▇▅▃▂▄██▃▅▂▃▅▁▅▂,-0.0073240443015362144,0.056463878326996175,-0.04240318321822023,0.03085131805996677,FLAT,True,57,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
EPL,233.85,True,True,True,True,False,True,1.4738273684947822,20.076116040000002,1.490921081654341,False,0.08544567632010819,False,50.3,False,0.9262584132070086,38.0,-0.25,0,True,█▁▂▃▂▅▄▃▂▅▃▃▅▄▃▁▁▄▂▂,0.0916347679955185,0.041184327693677636,0.05655562907883449,0.015571767426648231,UP,True,54,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
MAHSCOOTER,12889.0,True,True,True,False,False,False,1.5632325126497357,6.2318315,1.6044989957385005,False,-0.1241026140180054,False,60.1,True,1.0556638738121586,86.0,1.02,0,True,▅█▂▂▄▆▂▂▃▅▄▄▇▆▅▃▁▆▆▅,0.058905685179099665,0.04271499069654561,0.02382654626241565,0.017102430429516202,UP,True,54,43.0,IGNORE,DISTRIBUTION,,NEUTRAL,C,WAIT,No standout factor
3MINDIA,34255.0,True,True,True,True,False,True,1.0700626576613232,13.5135975,1.0927669743337225,False,0.0921985202097801,False,41.79,False,0.9192090271209554,20.0,-0.74,0,True,▇▇█▄▅▆▇▇▅▆▆▆▆▁▄▇▅▇▆▅,0.0847055098163394,0.025905959868224082,0.04962637089965538,0.0002933996011946771,UP,True,50,43.0,IGNORE,NONE,,NEUTRAL,C,WAIT,CMF positive
