symbol,close,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason
IOLCP,167.11,False,True,True,True,True,True,6.217011993665997,554.4287680140001,7.0116494780511225,True,0.0889873361551075,False,13.77,False,0.36262607642272143,0.0,-2.72,0,True,▅█▇▆▇▆▇▄▆▅▄▄▄▄▆▆▅▅▃▁,0.29002624671916033,0.8408239700374533,0.2549471078024763,0.815211409770424,FLAT,True,99,67.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
SPARC,269.98,False,True,True,True,True,True,2.6165760734343375,224.582943994,2.956964248217379,True,0.10040915655472431,False,22.18,False,0.6557086265003251,10.0,-1.24,0,True,▄▄▄▇▆▃▄▅▃▃▅▅▄██▅▇▄▁▁,0.31109168609168636,0.8365986394557825,0.27601254717500234,0.8109860791887531,FLAT,True,99,67.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
DIACABS,231.33,False,True,True,True,True,True,2.4610089372617323,328.68083523,2.69996555375055,True,0.0020660791602774456,True,31.97,False,0.8432575008242663,15.0,-1.03,0,True,▃▄▃▄▄▅▂▄▅▂▃▃▃▄▄▃█▄▁▂,0.17426395939086303,0.4226937269372695,0.13918482047417902,0.39708116667024007,FLAT,True,94,67.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
RUBYMILLS,336.2,False,True,True,True,True,True,14.940569566628453,46.50886578,18.90604946609948,True,0.4456975572180055,True,20.45,False,0.3764346393498449,1.0,-2.52,0,False,▅▇▅▆▇▆█▅▄▄█▃▃▄▄▆▇▁▃▂,0.475920804249528,0.7608547635258993,0.44084166533284397,0.7352422032588699,FLAT,True,99,66.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
SENORES,1409.8,False,True,True,True,True,True,1.5857922314790485,86.78390447999999,1.7470504120196515,True,0.09959075006349957,True,34.56,False,0.8612332880621005,9.0,-1.29,0,False,▁▃▅▅▄▁▅▆▄▆▄▄▇█▄▅▃▁▃▂,0.2671220564443646,0.5407650273224043,0.23204291752768058,0.5151524670553749,FLAT,True,97,66.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
ADANIENT,3209.9,False,True,True,True,True,True,1.2908247747713633,905.4136040899999,1.3700090202069135,True,0.17287903131891585,True,37.83,True,1.1496383638242267,77.0,0.68,0,True,▁▃▄▂▃▄█▃▃▁▂▂▅▆▆▄▂▅▅▄,0.07975645855758873,0.44200359389038635,0.04467731964090471,0.41639103362335694,FLAT,True,95,66.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
OPTIEMUS,538.3,False,True,True,True,True,False,2.5230614477697446,37.967752409999996,2.870611336735925,True,0.11804937271035791,True,64.24,True,1.4398744816765663,95.0,1.54,0,False,▄▇▅▅▅▇▄▆▂▅▃▃▁▃▁▄▅▃▅█,0.27589476179189387,0.2816666666666665,0.24081562287520986,0.2560541063996371,FLAT,True,89,66.0,WATCH,BREAKOUT,,NEUTRAL,C,WAIT,"Delivery P95, CMF positive"
CEMPRO,1490.0,True,True,True,True,False,True,1.616382408098077,145.859378,1.8417221152132792,False,0.10328656326775797,False,52.41,True,1.027858676786397,71.0,0.59,0,True,▄▂█▂▂▁▆▃▄▄▇▇█▇▄▆▃▆▃▅,0.2044297146552423,1.1751824817518246,0.16935057573855827,1.1495699214847952,FLAT,True,100,65.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
AEQUS,259.0,False,True,True,True,True,True,5.08251340363744,1279.4403419,5.942943962334916,True,0.181195301813459,False,15.71,False,0.5555260878021181,5.0,-1.49,0,False,▅█▁▃▆▅▃▂▄▃▃▃▄▅▄▄▃▃▃▂,0.4067676932268751,0.39075336948934125,0.3716885543101911,0.36514080922231185,UP,True,93,65.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
JBCHEPHARM,2435.8,False,True,True,True,True,True,4.526045962358537,284.77887762,4.831781526319657,True,0.22860355474971666,False,70.63,True,1.1968752118213244,82.0,0.96,0,True,▁▂▃█▅▃▄▂▃▃▄▄▅▆▅▃▂▄█▇,0.10642743583920056,0.18773161692997853,0.07134829692251654,0.16211905666294912,FLAT,True,79,65.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
MARKSANS,263.45,False,True,True,True,False,True,1.7463693010253791,99.80805884499999,1.7786470546023747,True,-0.2403543782264671,True,38.45,True,1.0210856171659233,23.0,-0.57,0,True,▁▄▆▃▆▃▃▄▂▂▇▇▄▇▆▆▇▇█▅,0.06694475943625466,0.42405405405405405,0.03186562051957065,0.39844149378702465,FLAT,True,94,64.0,WATCH,NONE,,NEUTRAL,C,WAIT,RS leader
EXIDEIND,421.35,False,True,True,True,True,True,2.075528462155199,290.321568585,2.166906871750994,True,0.21813023826578326,True,28.04,False,0.7103499816332476,5.0,-1.51,0,True,▃▇█▅▄▆▇▄▃▃▃▃▅▄▅▁▃▃▂▂,0.0905914326387991,0.18423271500843175,0.05551229372211508,0.15862015474140234,FLAT,True,79,64.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
ABCAPITAL,401.75,False,True,True,True,True,True,1.513482096156429,262.299883275,1.6101841697158097,True,0.13051242559562276,True,48.02,False,0.9938942357445929,62.0,0.24,0,True,▃▁▄▅▆▂▇▄▂▃▃▃█▃▄▃▅▂▆▄,0.13601017955605843,0.14556601083547194,0.10093104063937441,0.11995345056844253,FLAT,True,73,64.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
DLF,677.2,False,True,True,True,True,False,1.5774839564949952,452.45573984000004,1.736267050406743,True,0.2451716703787117,True,35.34,False,0.7546041744515029,10.0,-1.37,0,True,▁▄▅▃▄▆▆█▁▂▃▃▃▃▂▄▅▆▇▂,0.17203184492904144,0.11464077030697073,0.13695270601235743,0.08902821003994132,UP,True,68,64.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
KSL,893.4,False,True,True,True,True,True,4.919586410635155,14.877611519999999,5.256695083791885,True,0.0009695667357247168,True,51.12,False,0.9362037232045565,45.0,-0.1,0,True,▄▃▄▂▄▁▃▄▇▅██▅▄▃▆▄▂▆▄,0.13895971443141253,0.10187469166255547,0.10388057551472851,0.07626213139552607,UP,True,66,63.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
HOMEFIRST,1199.8,True,True,True,True,False,False,3.294429460954532,93.28289026,3.4240135529492304,False,0.10706491799367598,False,83.91,True,1.5268578499162968,100.0,2.34,1,False,▃▄▂▃▅▆▄▄▂▁▃▃▃▄▃▃▆▅▆█,0.14364693546849683,0.06648888888888882,0.10856779655181281,0.040876328621859415,UP,True,58,63.0,WATCH,SEED,DEL84% ▃▄▂▃▅▆▄▄▂▁▃▃▃▄▃▃▆▅▆█ P100 Z+2.3,NEUTRAL,C,WAIT,"Delivery P100, CMF positive"
STOVEKRAFT,782.45,False,True,True,True,True,True,1.9567063750147502,22.316647675,2.1079540064764988,True,0.03978457509374981,False,38.81,False,0.7839453803579365,25.0,-0.63,0,True,▁▄▅▂▄▄▂▃▃▄██▅▄▃▅▄█▁▂,0.1999846637527798,0.43043875685557587,0.16490552483609577,0.40482619658854646,FLAT,True,94,62.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
GREAVESCOT,224.57,False,True,True,True,False,True,1.507736535222782,91.166347372,1.587551571383696,True,0.05610141098171627,True,36.27,False,0.9298092698933554,33.0,-0.36,0,False,▄▄▆█▄▆▄▁▄▂▄▄▃▃▆▃▄▆▄▄,0.2474032105760151,0.34473053892215555,0.2123240716593311,0.31911797865512614,FLAT,True,92,62.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
AETHER,1413.4,False,True,True,True,True,True,2.1085264334330986,128.3550942,2.2981127142712316,True,0.37990683400510444,True,28.56,False,0.6511479446433049,4.0,-1.69,0,False,▆▇█▇▇▇▆██▁▄▄▄▆▆▆▄▆▇▃,0.256802418637738,0.20597269624573378,0.221723279721054,0.18036013597870437,UP,True,82,62.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
JAIBALAJI,80.87,False,True,True,False,False,False,2.8698234848400936,70.715024708,2.9321160343909725,True,0.15603340918188408,True,38.02,True,1.0810964513193813,37.0,-0.39,0,True,▃▆█▆▅▁▄▄▄▃▄▅▅▄▅▅▆▁▇▆,0.17646203084084977,0.1231944444444446,0.14138289192416575,0.0975818841774152,UP,True,69,62.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
JAMNAAUTO,132.35,True,True,True,True,False,True,2.423199764867248,67.92495817,2.4395903122408154,False,0.04015033414762352,False,52.32,True,1.2229728150347117,90.0,1.19,0,True,▅▁▄▁▂▂▃▃▄▅▅▅▄▇▃▂▄▄█▇,0.10985324947589103,0.0755790329134498,0.07477411055920702,0.0499664726464204,UP,True,61,62.0,WATCH,SEED,,NEUTRAL,C,WAIT,"Delivery P90, CMF positive"
SONACOMS,662.05,True,True,True,True,False,True,1.6466150253057212,213.88220402499996,1.7343287242395857,False,0.06588059477414887,False,54.06,True,1.073087458811386,65.0,0.44,0,True,▇▄▅▄▅▅▄▄▃▇▆▆▇▅▄▁▃█▅▆,0.12354688162918959,0.09701739850869928,0.08846774271250557,0.07140483824166988,UP,True,65,61.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
BUILDPRO,1052.0,False,True,True,True,False,True,2.100557497628361,11.0529432,2.148022774457276,True,0.07886717722985184,True,64.44,False,0.9788106630211891,68.0,0.48,0,True,▁▁▄▃▅▂▁▃▂▂▆▆▇▂█▁▅▆▄▃,-0.03193153584245889,-0.04302738106067494,-0.06701067475914291,-0.06863994132770435,UP,False,31,61.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
AVANTEL,182.2,False,True,True,True,True,True,3.1051024440066715,128.02609138,3.220020829647555,True,-0.11882133292325907,True,42.03,True,1.13640665134514,74.0,0.7,0,True,▄▁▆▅▅▄▃▇█▃▄▄▂▅▄▁▇▅▇▇,0.12489967277890957,0.20264026402640267,0.08982053386222555,0.17702770375937327,FLAT,True,81,60.0,WATCH,NONE,,NEUTRAL,C,WAIT,No standout factor
RPSGVENT,915.25,False,True,True,True,True,False,7.389890676464141,12.803523775,7.775735040983487,True,0.08255779549788866,True,54.53,False,0.8777818020845909,52.0,0.2,0,True,▂▃▅▄▆▁▄▆▂▃▅▅▄█▇▅▆▅▅▃,0.05382843983880248,0.12149246415880399,0.01874930092211846,0.09587990389177459,FLAT,True,69,60.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
JINDRILL,601.05,False,True,True,True,False,True,130.23944964147083,1222.1996529449998,133.8344001523702,True,0.41130552307942797,True,4.05,False,0.11312533169464539,0.0,-2.08,0,True,▃▅▅▆▆▇▆▆▇█▇▇▇▇▆▆▇█▇▁,-0.005624948300107735,0.09891214919096791,-0.04070408721679175,0.07329958892393851,FLAT,True,66,60.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
PAYTM,1223.4,True,True,True,True,False,True,1.4590965564121001,440.09710752000007,1.569969767778017,False,0.2044869221268005,True,48.08,True,1.2303440510766788,81.0,0.82,0,True,▃▂▁▁▂▂▃▃▅▃▃▃█▅▄▃▅▅▄▅,0.14733189533902302,0.08164979443879594,0.112252756422339,0.05603723417176654,UP,True,62,60.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
VIDHIING,300.05,False,True,True,False,True,False,7.561839340380369,2.127144465,7.92190882870146,True,0.052169265844543206,False,83.52,True,1.2219458668617411,96.0,1.61,0,True,▆▃▃▁▃▅▅▄▂▄▅▅▁▅▇▄▃█▄▇,0.04857592171937797,0.009929316728374271,0.013496782802693952,-0.015683243538655134,UP,False,46,60.0,WATCH,BREAKOUT,,NEUTRAL,C,WAIT,"Delivery P96, CMF positive"
HFCL,214.74,True,True,True,True,False,True,0.6391928122235768,348.974339058,0.6830129973647058,False,0.22017399587387307,False,45.09,True,1.0754791236836772,91.0,1.25,0,True,▂██▃▁▆▅▃▂▃▄▄▁▃▃▅▆▅▃▅,0.2698243746673763,1.0076664173522816,0.23474523575069228,0.9820538570852522,FLAT,True,100,59.0,WATCH,SEED,,NEUTRAL,C,WAIT,"Delivery P91, CMF positive, RS leader"
BLISSGVS,527.1,False,True,True,True,False,True,0.35569503174414324,20.72968338,0.3979034185775732,False,0.20976216365175146,False,53.68,True,1.2372084447312621,93.0,1.41,0,True,▆▄▄▆▅▄▆▇▅▄▅▇▆█▃▃▁▃▆▇,0.15541429197720302,0.9266055045871562,0.120335153060519,0.9009929443201268,FLAT,True,99,59.0,WATCH,SEED,,NEUTRAL,C,WAIT,"Delivery P93, CMF positive, RS leader"
SJS,2216.5,False,True,True,True,False,True,1.9252247893950425,29.8584715,1.9541421562096766,True,-0.04365863836991696,False,56.52,True,1.1181340692602153,75.0,0.57,0,True,▂▅▃▁▅▄█▆▆▆▆▆▅▃▄█▇▆██,0.06675329675618435,0.3515243902439025,0.03167415783950034,0.32591182997687307,FLAT,True,92,59.0,WATCH,NONE,,NEUTRAL,C,WAIT,RS leader
CYIENTDLM,521.1,True,True,True,True,False,True,2.7450889899810758,65.70998046,2.8773572570454906,False,0.13302161377450156,False,41.21,False,0.8187227448370402,15.0,-0.81,0,True,▆▆▅▅█▆▅▅▇█▆▆▆▇▇▅▁▄▁▄,0.19367770014889474,0.3249427917620138,0.15859856123221072,0.2993302314949844,FLAT,True,91,59.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
BHAGCHEM,291.1,False,True,True,True,True,True,1.6872902195178863,17.10285275,1.7664011538355697,True,0.12485287536849822,False,54.92,True,1.176810910999925,42.0,-0.09,0,False,▇▅▇█▄▆▁▅▅▄▆▆▇▆▆▇▃▃▇▆,0.08745190332100572,0.08985398727068517,0.0523727644043217,0.06424142700365576,FLAT,True,64,59.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
RPEL,1289.1,True,True,True,True,False,True,1.4918836623921852,20.05981401,1.5932976738470979,False,0.2118887466901266,True,51.0,False,0.989321151104257,35.0,-0.34,0,True,▄▄▆▄▅▁▂▁▅▄▂▂▃▅█▁█▅▃▄,0.12037197983660697,0.8623230280265817,0.08529284091992295,0.8367104677595523,FLAT,True,99,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
YASHO,2914.1,False,True,True,True,False,True,0.4143921709463099,5.38001142,0.42605505420779777,False,0.06374453769297207,True,64.33,True,1.5895136083416723,80.0,0.83,1,False,▃▁▁▃▃▃▃▆▄▅▃▃▆▃▄▅▆▆▅█,0.17736657104763442,0.9501438800776283,0.1422874321309504,0.9245313198105989,FLAT,True,99,58.0,WATCH,NONE,DEL64% ▃▁▁▃▃▃▃▆▄▅▃▃▆▃▄▅▆▆▅█ P80 Z+0.8,NEUTRAL,C,WAIT,"CMF positive, RS leader"
BALAMINES,2196.7,False,True,True,True,False,True,9.09280079050218,420.04989861999996,9.41375366479156,True,-0.05495979413041473,True,14.16,False,0.4352503611717333,5.0,-2.03,0,True,▃▄▄▅▄▃▆▅▇▆▇▇█▄▄▃▄▅▆▁,0.030782225141945396,0.6704942965779466,-0.00429691377473862,0.6448817363109172,FLAT,True,98,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,RS leader
ASTRAMICRO,1809.3,False,True,True,True,False,True,0.7884946258460851,148.13535192,0.8634495284900764,False,0.2664188367866495,True,42.68,True,1.0525537004611705,42.0,-0.21,0,True,▄▃▅▄▁▁▅▁▂▂▅▅▄▃▃█▃▄▆▄,0.270219039595619,0.6418330308529945,0.23513990067893498,0.6162204705859651,FLAT,True,98,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
DEEDEV,476.35,True,True,True,True,False,True,0.2960820458883347,10.588212530000002,0.32665910123089487,False,0.20795356722462582,True,53.78,True,1.1896914058179406,80.0,0.78,0,True,▄▁▃▄▄▅▅▃▃█▃▂▆▄▅▂▃▄▅▅,0.24552229049548968,0.5671985523934859,0.21044315157880567,0.5415859921264565,FLAT,True,97,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
SHILPAMED,595.35,True,True,True,True,False,True,0.6013393044561517,41.785651845,0.6209514304003647,False,0.19263563670486517,True,45.49,True,1.0932730899565,42.0,-0.28,0,True,▅▇▄▅▇▃▅▆▁▂▅▅█▃▅▅▇▆▆▆,0.06540801717967093,0.45562347188264063,0.030328878262986914,0.4300109116156112,FLAT,True,95,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
QUESS,290.5,True,True,True,True,False,True,1.1038980282760864,19.9104633,1.2324985233163879,False,0.25000504282545855,True,52.8,True,1.2375193362396286,45.0,-0.05,0,True,▃▅▅▃▅█▇▆▅▅▅▅▅▁▃▄▄▆▅▆,0.22002435848977364,0.4524999999999999,0.18494521957308963,0.4268874397329705,FLAT,True,95,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
SANGHVIMOV,441.25,True,True,True,True,False,True,0.8647028262632138,17.81670425,0.8962368599052091,False,0.2212478663429125,True,54.39,True,1.1372831916695418,85.0,1.11,0,True,▅▁▄▃▆▇▅▆█▄▆▆▅█▆█▄▇▆▇,0.1724458615650324,0.4565590545982703,0.13736672264834837,0.4309464943312409,FLAT,True,95,58.0,WATCH,SEED,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
RISHABH,650.8,False,True,True,True,False,True,3.5048212963186023,51.60180184,3.750290501003772,True,0.04711790531268223,False,22.19,False,0.4528571428571429,1.0,-2.35,0,True,▅▆▆▆█▆▆▅▄▅▆▆▆▆▅▁▂▃▅▁,0.21918321468714885,0.36550566512798977,0.18410407577046484,0.33989310486096036,FLAT,True,92,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
NUVAMA,1848.1,True,True,True,True,False,True,0.7832132879434037,78.47975131,0.8298297786850535,False,0.15094824766160994,True,47.51,True,1.0303063160748172,65.0,0.43,0,True,▄▄▄▅▃▁▆▆▇▇▅▅▄▃▃▇▁▅█▅,0.21409801602943102,0.33600809658064046,0.179018877112747,0.31039553631361105,FLAT,True,91,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
ATHERENERG,1200.0,False,True,True,True,True,True,2.626675282134004,1065.73512,2.971121936407035,True,0.13731778348559187,True,24.06,False,0.7747918914132061,25.0,-0.72,0,False,▄▂▄▆█▅▆▃▄▅▄▄▆▁▃▄▅▅▅▃,0.15163147792706333,0.29032258064516125,0.11655233901037931,0.26471002037813185,FLAT,True,89,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
SGMART,669.0,False,True,True,True,True,True,57.4047784678307,549.020871,63.83972161522737,True,0.44431264654587976,True,10.6,False,0.19143940762145564,0.0,-4.84,0,False,▆▇▇▆▇▇▆▇▆▇██▆▆▆▅██▇▁,0.07564916793954479,0.23147722043258168,0.040570029022860776,0.20586466016555227,FLAT,True,85,58.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
ORCHPHARMA,1002.25,False,True,True,True,False,True,21.677178852366612,326.665447225,22.19081305626913,True,0.09322877395489307,False,9.7,False,0.23560273007699592,0.0,-3.32,0,False,▆▄▇▂▄▅▆█▆▆▇▇▇▅▆▆▇██▁,0.1778012809213232,0.7103242320819112,0.14272214200463917,0.6847116718148818,FLAT,True,98,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,"CMF positive, RS leader"
SHAREINDIA,177.72,False,True,True,True,True,True,23.631714137457344,1255.8223917,25.903049365962744,True,0.27862387325813576,False,7.94,False,0.1792365516151606,1.0,-2.64,0,False,▄▃▅▄▄▃▄▆▄▄▅▅█▄▄▅▄▅▁▁,0.35840403577161184,0.2243885635549432,0.3233248968549278,0.19877600328791378,UP,True,85,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
BUTTERFLY,717.5,True,True,True,True,False,True,1.7284199272300875,8.98962925,1.7983316726749123,False,0.27174298392981305,False,50.06,True,1.0832449743578647,38.0,-0.1,0,True,▆▅▆▆▃▅▄▃▄▅▇▇█▆▆▅▁▅▅▆,0.13735436316081473,0.19563406098983505,0.10227522424413071,0.17002150072280564,FLAT,True,81,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
ZYDUSWELL,559.9,True,True,True,True,False,True,0.59282016964626,44.93785395,0.587553855087243,False,0.5142353392463802,False,58.45,True,1.6304044630404464,93.0,1.25,1,True,▄▅▆▆▆▅▆▅▅▆▅▅▁▂▄▅▅▅▄█,0.1271263210870659,0.1409067753438613,0.09204718217038188,0.11529421507683191,FLAT,True,72,57.0,WATCH,SEED,DEL58% ▄▅▆▆▆▅▆▅▅▆▅▅▁▂▄▅▅▅▄█ P93 Z+1.2,NEUTRAL,C,WAIT,"Delivery P93, CMF positive"
INDUSINDBK,994.65,True,True,True,True,False,True,1.5689458032490784,388.21647039,1.6441976509587957,False,0.2095248944190622,False,52.15,True,1.0852600253886333,69.0,0.49,0,True,▃▃▂▄▁▁█▆▄▂▃▃█▂▄▄▂▃▆▄,0.12523332767690465,0.12389830508474575,0.09015418876022063,0.09828574481771635,FLAT,True,70,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
POONAWALLA,457.95,True,True,True,True,False,False,1.5563996271944458,142.972951695,1.6585379111867204,False,0.17364153767442825,False,53.98,True,1.0180295715147858,85.0,0.92,0,True,▃▅▃▄█▆▂▁▂▃▁▁▃▄▆▂▁▄▄▄,0.20449763282482913,0.10097367472051921,0.16941849390814512,0.07536111445348981,UP,True,66,57.0,WATCH,SEED,,NEUTRAL,C,WAIT,CMF positive
GODREJPROP,1979.5,True,True,True,True,False,False,1.6275732562547525,214.2543497,1.723128593991022,False,0.19350225833791315,False,43.91,True,1.0552751742369622,49.0,-0.05,0,True,▄▁▃▅▂▅▅▅▅▄▃▃▆▆▄▅▆▆█▅,0.20590922936338707,0.08347016967706633,0.17083009044670305,0.057857609410036925,UP,True,63,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
DPABHUSHAN,1076.05,False,True,True,False,True,False,50.86883384362097,84.115796945,58.38103290109257,True,0.2954051556788692,True,9.3,False,0.1756440281030445,0.0,-2.45,0,True,▆▆▆▆▅▇▆▇▅▂▄▄▅▇▇▇▆▇█▁,0.19967668208930256,-0.03497601004439266,0.16459754317261854,-0.06058857031142206,UP,False,34,57.0,WATCH,NONE,,NEUTRAL,C,WAIT,CMF positive
