symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
SSWL,357.25,310.0,365.95,303.6,False,True,True,True,True,True,53.24070509026904,1009.98311835,61.86182458862048,True,0.5018267336544734,True,11.72,False,0.21783576818705624,0.0,-3.85,0,True,▆▆▅▅▆▆▆▅▆▆▇▆▇▇▇▆▇█▇▁,False,True,False,4,0.1287519747235386,0.5356344566712519,0.12826994264395442,0.5122848630203976,FLAT,True,97,86.0,STRONG,MARKUP,,GREEN,A,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.9
CYIENTDLM,857.2,846.0,869.95,837.8,False,True,True,True,True,True,1.9527446991327866,113.37978672,2.2647321225165458,True,0.2152717533570996,True,50.68,True,1.1103199728335287,56.0,0.23,0,True,▂▃▄▁▄▂▃▂▄▂▃▂█▅▂▃▃▄▃▄,False,False,False,13,0.28419475655430726,0.824994677453694,0.28371272447472307,0.8016450838028397,FLAT,True,99,84.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,33.3
SALSTEEL,82.43,80.0,82.73,80.0,False,True,True,True,True,True,1.512122951712535,6.270590231,1.8931452184177326,True,0.27836228917875044,True,53.54,True,1.188074870463447,39.0,-0.25,0,False,▆█▃▇▆▃▅▃▃▂▄▄▃▃▃▂▁▆▅▅,False,False,False,13,0.8240761230360703,0.7658526135389889,0.8235940909564861,0.7425030198881346,UP,True,98,82.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Non-Energy Minerals,34.1
TBZ,366.8,315.0,366.8,313.1,False,True,True,True,True,True,8.457368555075591,518.42074144,11.27156903136286,True,0.384981263307963,True,24.85,False,0.7343380614657211,14.0,-1.2,0,True,▂▃▂▃▄▃▂▄▅▅▆█▁▂▃▂▂▂▂▂,False,False,False,5,0.32970817473264447,0.9285977180714025,0.32922614265306027,0.9052481244205481,FLAT,True,99,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Durables,29.3
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9708932695216443,1.0601044776328314,FLAT,True,99,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,34.4
ATHERENERG,1725.6,1694.0,1744.0,1671.6,False,True,True,True,True,True,1.6690529449680929,1649.8297668,1.8749524149067873,True,0.39211898572923587,True,22.38,False,0.6868717870022252,19.0,-0.93,0,True,▃▃▂▄▃▂▅▇▆█▅▅▅▆▅██▁▅▂,False,False,False,9,0.18974076116933247,0.7140302955053388,0.18925872908974828,0.6906807018544845,FLAT,True,98,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Durables,29.3
COMSYN,304.35,299.0,309.9,290.0,False,True,True,True,True,True,1.3959202863466273,36.994807725,1.6132138107011411,True,0.45465978605258994,True,53.23,True,1.1738243563592259,59.0,0.25,0,True,▅▂▄▁▁▃▂▄▅▃▇▃▇▅▅█▃▄▅▅,False,False,False,13,0.44207533759772577,0.7814914539920395,0.4415933055181416,0.7581418603411851,FLAT,True,98,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,33.3
DYCL,542.4,493.0,560.0,483.7,False,True,True,True,True,True,15.599779639390524,595.16293632,18.609454283842695,True,0.33585115763277096,True,8.59,False,0.22814193137150748,0.0,-3.24,0,True,▅▇█▅▆▅▆▆▇██▇▅▆▆▆▇▄▅▁,False,False,False,10,0.36178759728847587,0.5006224927375846,0.3613055652088917,0.4772728990867303,FLAT,True,96,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.9
GHCLTEXTIL,140.45,136.0,144.0,135.02,False,True,True,True,True,True,2.754963072612713,32.16195449,3.1282020439747282,True,0.28660649643909963,True,36.27,False,0.6843073439932079,2.0,-2.23,0,True,▅▆▅█▅▆▇▄▇▄▅▄▆▂▅▆▇█▂▁,False,False,False,11,0.22942927170868344,0.5066509332761209,0.22894723962909924,0.48330133962526656,FLAT,True,96,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,33.3
LAURUSLABS,1866.2,1808.0,1869.4,1796.5,False,True,True,True,True,True,1.5458431240070636,662.58889802,1.6281846077234632,True,0.2657792654085663,True,52.45,False,0.8871636136059945,65.0,0.27,0,True,▃▅▆▁▃▁▂▁▂▅▃▄▄█▂▄▅▄█▂,False,False,False,14,0.189950902250845,0.34181765890135174,0.1894688701712608,0.3184680652504974,FLAT,True,92,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,34.4
