symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
JINDWORLD,57.51,49.67,57.78,49.02,False,True,True,True,True,True,11.86130887451286,1080.6557622029998,15.8829784961346,True,0.5893066924863376,True,9.06,False,0.4200472900922621,6.0,-1.88,0,True,▇▄▃▄▅▄▃▅▇▇█▆█▂▃▄▁▃▃▂,False,False,False,3,0.4772668892884664,0.8647859922178989,0.48042058496031503,0.8377327296876835,FLAT,True,99,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Process Industries,33.7
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9745289972730772,1.0564008087534704,FLAT,True,99,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Health Technology,35.1
DEEPINDS,786.45,757.75,793.7,749.0,False,True,True,True,True,True,2.7746612522485137,104.13832726500002,3.1758445208344273,True,0.3644384930585506,True,34.53,False,0.7618144111547457,18.0,-0.91,0,True,▅▂▃▅▃▄▃█▂▄▄█▂▅▂▆▆▄▃▁,False,False,False,6,0.2309438096728753,0.6563816343723674,0.23409750534472396,0.6293283718421521,FLAT,True,98,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Industrial Services,41.4
IRISDOREME,63.58,60.28,64.13,60.2,False,True,True,True,True,True,1.541881245960399,15.445788226,1.7084106774283632,True,0.171005677360856,True,49.12,True,1.2925635492868797,86.0,1.09,0,False,█▁▁▄▁▅▃▁▂▄▃▁▁█▅▃▂▂▂▅,False,False,False,14,0.1661775495231106,0.6215251211425656,0.16933124519495923,0.5944718586123503,FLAT,True,98,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Consumer Non-Durables,31.6
KRN,1578.7,1540.9,1581.1,1521.2,False,True,True,True,False,True,1.556229568685809,64.45279555,1.642306332163247,True,0.23495349523217648,True,48.12,False,0.9276502226591867,87.0,1.12,0,True,▁▄▃█▃▄▂▁▂▄▄▃▃▂▄▂▃▃▂▂,False,False,False,10,0.3064382654750082,0.32552476910159545,0.30959196114685683,0.2984715065713801,UP,True,91,78.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Producer Manufacturing,35.0
63MOONS,876.5,867.95,903.0,853.3,False,True,True,True,True,True,3.47476528802126,99.5456827,3.7708480081980666,True,0.06448436456773302,True,42.08,True,1.073633719446854,31.0,-0.41,0,True,▅▅▅▁▂▄▆▂▃▃▃▃▃▇▄▄█▅▃▅,False,False,False,0,0.021859516176041982,0.3091859596713966,0.025013211847890626,0.2821326971411813,FLAT,True,90,78.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Technology Services,29.3
CARERATING,1738.2,1718.0,1762.9,1699.7,False,True,True,True,True,True,6.377031587059785,61.558526820000004,6.538965309984471,True,-0.06130928293710427,True,88.17,True,1.6075042389104632,100.0,2.66,1,True,▃▄▃▄▃▄▄▄▄▄▄▅▃▃▅▁▄▆▄█,False,False,False,5,-0.0062885890692888635,0.051479039380557756,-0.0031348933974402193,0.024425776850342418,FLAT,True,59,78.0,BUILDING,BREAKOUT,DEL88% ▃▄▃▄▃▄▄▄▄▄▄▅▃▃▅▁▄▆▄█ P100 Z+2.7,GREEN,B,WATCH_FOR_ENTRY,Delivery P100,Commercial Services,31.6
GREENPLY,304.7,292.1,307.9,292.1,False,True,True,True,True,True,4.052639731400893,11.7985934,4.285757032156208,True,0.134327982431586,True,62.22,True,1.168297125260529,90.0,1.1,0,True,▅▅▃▄▅▃█▄▄▃▄▃▂▄▃▄▃▄▁▅,False,False,False,0,0.06408241662301362,0.004086205760231998,0.06723611229486226,-0.02296705676998334,UP,False,47,77.0,BUILDING,BREAKOUT,,GREEN,B,WATCH_FOR_ENTRY,"Delivery P90, CMF positive",Producer Manufacturing,35.0
CMPDI,243.6,239.39,244.55,236.67,False,True,True,True,False,True,1.660687103759662,65.46966804,1.69975659889515,True,0.07011529948370888,True,49.73,True,1.0807110570236438,87.0,1.1,0,True,▅▆▇▆▅▅▅▃▄▄▇██▅▅▁█▄▂▆,False,True,False,0,-0.025600000000000067,-0.018928715263793916,-0.022446304328151423,-0.045981977794009254,UP,False,41,75.0,BUILDING,BUILDING,,GREEN,B,WATCH_FOR_ENTRY,CMF positive,Commercial Services,31.6
HEG,728.25,709.0,744.9,695.8,False,True,True,True,False,True,1.5305678333689678,186.50555325,1.559009930400783,True,0.06070578111905269,True,40.65,True,1.1074634591546226,75.0,0.68,0,False,▆▄▄▆▃▅▁▇▄▃▄▄▃▄▆▆▁██▆,False,False,False,10,0.08048961424332335,0.4003461205653305,0.08364330991517199,0.37329285803511514,FLAT,True,93,74.0,BUILDING,NONE,,GREEN,B,WATCH_FOR_ENTRY,"CMF positive, RS leader",Electronic Technology,31.9
