symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
UEL,234.18,234.18,234.18,234.18,True,True,True,True,False,True,0.06742634621178109,0.067350168,0.07888497951346819,False,0.7559056628402312,True,99.37,True,1.5001056731378886,90.0,1.9,3,True,▄▅▄▅▆▂▅▄▄▁▁▃▅██▄▆███,True,False,False,7,0.8630071599045346,0.7062295081967214,0.8448234088119031,0.6471815006676704,UP,True,98,88.0,STRONG,MARKUP,DEL99% ▄▅▄▅▆▂▅▄▄▁▁▃▅██▄▆███ P90 Z+1.9 3D,NEUTRAL,A,WATCH_FOR_ENTRY,"Delivery P90, 3D high delivery, CMF positive, RS leader",Utilities,35.4
STYLEBAAZA,365.25,350.0,365.25,342.6,False,False,True,True,False,True,1.6252982549181965,74.51604045,1.5167759336682116,True,0.11019659793064177,True,69.41,True,1.287743156371462,98.0,2.13,0,True,▂▄▄▅▅▂▅▆▅▅▃▅▁▅▅▃█▆▆█,False,True,False,12,-0.04309667277966989,0.2525720164609053,-0.06128042387230137,0.1935240089318544,FLAT,True,86,82.0,BUILDING,BUILDING,,NEUTRAL,B,WAIT,"Delivery P98, CMF positive",Retail Trade,32.3
STEL,581.2,566.0,584.0,557.9,False,True,True,True,True,True,2.2812855055997403,0.32675064000000004,2.394453423474527,True,0.08507677246389608,True,81.93,True,1.1887868367213685,96.0,1.58,0,True,▁▇▅▅▂██▇█▄▄▂▆▄▆▅▆▇▆▇,False,True,False,0,0.046264626462646286,0.15569695764565528,0.0280808753700148,0.09664895011660435,FLAT,True,73,80.0,BUILDING,BREAKOUT,,NEUTRAL,B,WAIT,"Delivery P96, CMF positive",Finance,29.7
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.953191550508597,1.0244060637546348,FLAT,True,99,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Health Technology,27.5
TARSONS,360.3,312.7,375.0,311.9,False,True,True,True,True,True,17.047316395264534,354.17594487,19.709477199047264,True,0.25695793618847473,True,4.77,False,0.11447221588931952,0.0,-3.24,0,True,▇▁▄▅▅▇▆▇▇▆██▇█▆▅▆▂▅▁,False,False,False,10,0.25343538006609845,0.7097707967541405,0.23525162897346696,0.6507227892250895,FLAT,True,98,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Process Industries,35.7
DIVGIITTS,1301.05,1229.9,1318.8,1219.35,False,True,True,True,True,True,2.901587455701733,77.76349829,3.2111278980430966,True,0.1140155841071744,True,35.65,False,0.813416234099595,10.0,-1.28,0,True,▅▆▆▅▄▅▅▇▆▇▇▆█▇▆▇▇▁▄▄,False,False,False,6,0.42424740010946893,0.6665172281286025,0.40606364901683745,0.6074692205995516,FLAT,True,98,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Producer Manufacturing,34.8
PAYTM,1584.1,1445.0,1598.5,1445.0,False,True,True,True,True,True,5.167040413168522,3173.9721435799997,6.043218689984138,True,0.11443376770391613,True,45.32,True,1.1818703384968445,71.0,0.49,0,False,▅▂▂▂▂▆▆█▅▇▂▁▃▄▇▃▃▃▄▅,False,False,False,8,0.1425171294626757,0.44666666666666655,0.12433337837004421,0.3876186591376156,FLAT,True,95,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Finance,29.7
MARKSANS,333.0,301.15,336.6,300.75,False,True,True,True,True,True,4.920385760716756,673.5442482,5.534286758588924,True,0.38192301373762616,True,18.57,False,0.43825594430349873,2.0,-2.67,0,True,▇▆▅▅▅▆▇▆█▇█▆▆▇▇▇▇▁▂▂,False,False,False,4,0.24672407338075608,0.4280200694712466,0.2285403222881246,0.3689720619421957,FLAT,True,94,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Health Technology,27.5
PARAS,1377.5,1345.0,1400.0,1339.6,False,True,True,True,True,True,3.020041926695823,389.27309725,3.305135036860779,True,0.25614499948985603,True,30.14,True,1.0635707606260034,50.0,-0.06,0,True,▁▄▁▃▂▄▅▄▄▅▅▄▆▄▄▅▅▄█▅,False,False,False,0,0.17104480149621692,0.43467166588553874,0.15286105040358544,0.3756236583564878,FLAT,True,94,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Electronic Technology,33.3
GALAXYSURF,2508.4,2412.5,2508.4,2391.2,False,True,True,True,True,True,53.07649695321549,158.62218576,66.13732714184043,True,0.7729580436167858,True,33.63,False,0.6083134360755372,2.0,-2.28,0,True,█▆▄▆▇▄▅▆▅▅▄▅▅▆▁▄▅▄▃▂,False,False,False,4,0.30225314089917976,0.433453340190868,0.2840693898065483,0.3744053326618171,FLAT,True,94,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Consumer Non-Durables,33.8
ADANIENSOL,1615.0,1588.0,1624.0,1575.0,False,False,True,True,False,True,3.482146771215834,1135.3138305,3.369336672820912,True,-0.08261259749067222,True,66.58,True,1.7391531489172738,98.0,2.73,1,True,▂▁▂▄▃▆▅▅▄▃▃▄▄▅▅▆▂▂▃█,False,True,False,3,-0.062463717636131344,0.0625,-0.08064746872876283,0.0034519924709490724,FLAT,True,53,78.0,BUILDING,SEED,DEL67% ▂▁▂▄▃▆▅▅▄▃▃▄▄▅▅▆▂▂▃█ P98 Z+2.7,NEUTRAL,B,WAIT,Delivery P98,Utilities,35.4
IDEAFORGE,820.85,778.1,820.85,770.0,False,True,True,True,False,True,0.22174531246705456,64.52890645500001,0.2542653242192218,False,0.3379793321614316,False,45.68,True,1.5176836054952905,92.0,1.25,4,True,▂▂▁▂▂▃▁▁▃▁▃▅▂▃▃▄█▅▅▅,False,False,False,9,0.5036636746656897,0.8835474988526848,0.48547992357305825,0.8244994913236339,FLAT,True,99,77.0,BUILDING,BUILDING,DEL46% ▂▂▁▂▂▃▁▁▃▁▃▅▂▃▃▄█▅▅▅ P92 Z+1.2 4D,NEUTRAL,B,WAIT,"Delivery P92, 4D high delivery, CMF positive, RS leader",Electronic Technology,33.3
GLAXO,2688.8,2667.0,2697.0,2648.0,False,True,True,True,True,True,1.4611185464698806,25.523434,1.516912121084746,True,0.38027720796971176,True,74.82,True,1.3305117900202723,96.0,1.95,0,True,▅▄▂▂▂▃▆▁▄▂▂▁▃▃▄▄▁▅▄█,False,False,False,12,0.09532344793873238,0.24245644840811442,0.07713969684610089,0.1834084408790635,FLAT,True,85,76.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"Delivery P96, CMF positive",Health Technology,27.5
