symbol,close,open,high,low,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,absorption_day,failed_breakdown_reclaim,failed_breakout,resistance_touches,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason,sector,sector_score
SHRIPISTON,4233.8,4169.9,4250.0,4130.8,False,True,True,True,False,True,3.135332119199032,73.6533017,3.2281651242720977,True,0.3394946660321494,True,80.04,True,1.57170769064614,100.0,3.28,1,True,▃▄▂▂▄▃▂▃▃▂▃▃▂▂▃▂▁▃▃█,True,False,False,7,0.1139233845506209,0.18550667824041667,0.11021457127637668,0.15395206037006814,FLAT,True,79,90.0,STRONG,BUILDING,DEL80% ▃▄▂▂▄▃▂▃▃▂▃▃▂▂▃▂▁▃▃█ P100 Z+3.3,NEUTRAL,A,WATCH_FOR_ENTRY,"Delivery P100, CMF positive",Producer Manufacturing,32.8
CEMPRO,1627.0,1620.0,1640.0,1595.0,False,True,True,True,True,True,1.66927100974174,160.5707451,1.8633927097680454,True,0.30677929542403864,False,77.64,True,1.3610784846519295,100.0,2.96,0,True,▂▂▄▄▅▄▂▄▂▄▁▃▄▄▅▃▄▂█▇,False,False,False,13,0.2778825007854224,0.7959048512611071,0.2741736875111782,0.7643502333907586,FLAT,True,99,85.0,STRONG,BREAKOUT,,NEUTRAL,A,WATCH_FOR_ENTRY,"Delivery P100, CMF positive, RS leader",Industrial Services,29.6
GANDHAR,228.32,209.48,231.0,209.1,False,True,True,True,True,True,3.2168629851648967,73.3129812,3.822609797894252,True,0.17396143955829438,True,42.18,True,1.046650124069479,37.0,-0.3,0,True,▃▅▅▅▂▆▆▅█▃▄▆▅▁▅▅▆▄▅▅,False,False,False,18,0.29860084176999213,0.565980795610425,0.2948920284957479,0.5344261777400765,FLAT,True,98,84.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Process Industries,37.8
ASHIKA,399.9,396.0,402.1,396.0,False,True,True,True,False,True,1.53397218358089,11.48740743,1.5555138646044306,True,-0.19054905669101702,True,72.05,True,2.1189306825868304,95.0,1.8,3,True,▇▁▁▁▃▂▁▄▄▅▄▃▁▄▆▃▅▇▆█,True,False,False,2,0.00857503152585104,0.024859046642747185,0.004866218251606824,-0.006695571227601338,UP,False,48,81.0,BUILDING,SEED,DEL72% ▇▁▁▁▃▂▁▄▄▅▄▃▁▄▆▃▅▇▆█ P95 Z+1.8 3D,NEUTRAL,B,WAIT,"Delivery P95, 3D high delivery",Miscellaneous,66.7
TIMETECHNO,213.11,203.98,214.0,203.2,False,True,True,True,True,True,1.9244071891547057,174.063453025,2.2063409888361045,True,0.19546681836650695,True,31.5,True,1.1474782798754166,53.0,-0.03,0,True,▇▁▄▄▃▁▃▃▇▄█▄▁▃▃▄▄▃▄▄,False,False,False,4,0.2068067274477603,0.15940373211468373,0.20309791417351608,0.1278491142443352,UP,True,76,80.0,BUILDING,NONE,,NEUTRAL,B,WAIT,CMF positive,Process Industries,37.8
VENUSREM,1797.5,1749.9,1800.8,1706.8,False,True,True,True,True,True,1.7646673076254629,44.25894375,2.1710958540240632,True,0.4306109637173773,True,44.1,False,0.6447886891489814,16.0,-0.95,0,True,▃▅▃▄▃▅▃████▅█▄▄▂▁▂▃▂,False,False,False,14,0.9713753016012285,1.0834540712836858,0.9676664883269843,1.0518994534133372,FLAT,True,100,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Health Technology,38.3
SAREGAMA,514.15,493.0,518.55,491.35,False,True,True,True,True,True,3.921116958923549,123.52638843999999,4.1601603501663575,True,0.2094997750467751,True,30.99,False,0.9896215870988344,20.0,-0.86,0,True,▅▄▅▅▃▄▅▅▆▅▆▅▁▅▅▆█▅▄▅,False,False,False,11,0.07731796752226283,0.47236540664375704,0.07360915424801862,0.4408107887734085,FLAT,True,96,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Consumer Services,29.9
SHREEJISPG,615.85,597.9,621.9,597.0,False,True,True,True,True,True,1.4418081829721823,90.727822605,1.6712690172647817,True,0.3446029075705016,True,46.68,True,1.3503232618348544,73.0,0.56,0,True,▂▃▃▃▂▃▁▆▃▃▄▄▄█▄▇▅▃▅▆,False,False,False,13,0.2383872913734164,0.4733253588516746,0.2346784780991722,0.44177074098132607,FLAT,True,96,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Transportation,34.8
HUHTAMAKI,249.79,242.7,251.98,240.98,False,True,True,True,True,True,5.287923830654603,36.862609376,6.216682790468852,True,0.29109582479986335,True,59.25,True,1.0043053766357042,65.0,0.28,0,False,▇█▇▇▇▅▂▄▆▅▄▆▄▅▆▇▇▁▅▅,False,False,False,15,0.28930525446474653,0.39617684869487446,0.2855964411905023,0.36462223082452594,FLAT,True,94,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Process Industries,37.8
ADOR,1455.3,1386.0,1460.0,1376.5,False,True,True,True,True,True,3.0938566197163526,16.1989443,3.406899739393326,True,0.18589505580691265,True,52.13,False,0.9763269281192642,38.0,-0.27,0,True,▅▆███▇▆▆▅▇▇▅▆▅▅▆▅▃▁▅,False,False,False,18,0.16638615051695105,0.38192004557971715,0.16267733724270683,0.3503654277093686,FLAT,True,94,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Producer Manufacturing,32.8
BEPL,127.77,115.75,132.88,111.37,False,True,True,True,True,True,106.1769332263696,1314.1295907449999,127.94090616190091,True,0.45702665881503546,True,8.0,False,0.1540431513377685,0.0,-5.34,0,True,▆▇▇▇▆▅▆▆▆▆█▇▇▆▅▆▅▅▆▁,False,False,False,5,0.21848178523745942,0.3218497827436375,0.2147729719632152,0.290295164873289,FLAT,True,91,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Process Industries,37.8
STYLAMIND,3414.3,3260.0,3462.0,3260.0,False,True,True,True,True,True,2.3753009424660223,21.50838285,2.518772393093675,True,0.05242113074272686,True,62.02,True,1.3144843372472552,56.0,0.23,0,False,▅▄▁▁▆▇▄▆▄▆▅▃▆▂▅▅▂▅██,False,False,False,7,0.07604790419161689,0.3377870072878302,0.07233909091737267,0.30623238941748165,FLAT,True,91,78.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Non-Energy Minerals,37.4
BHAGYANGR,276.0,250.1,285.49,250.1,False,True,True,True,True,True,4.031814094917344,55.9844472,5.6121670223747735,True,0.1649743389507399,True,32.67,False,0.7760832383124289,8.0,-1.71,0,False,▅▅▅██▁▃▃▃▂▅▄▇▆█▇▇▇▂▃,False,False,False,11,0.8778065042862977,0.6453055141579731,0.8740976910120535,0.6137508962876246,UP,True,98,76.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Producer Manufacturing,32.8
KABRAEXTRU,351.65,332.0,355.0,327.1,False,True,True,True,True,True,1.9505963736009382,12.505728949999998,2.3318816498627197,True,0.12213670658413751,True,28.64,False,0.6308925896554762,4.0,-2.03,0,False,▇█▃▃▃▄▄▂▅▂▃▄▄▅▂▁▃▄▂▂,False,False,False,14,0.45622825906907405,0.45327933214861327,0.45251944579482983,0.42172471427826475,UP,True,96,76.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Producer Manufacturing,32.8
SKYGOLD,658.35,622.0,666.0,620.05,False,True,True,True,True,True,1.1763043959993371,103.96801453500001,1.3810386705863738,True,0.17647819009183124,True,51.28,True,1.1323837915424533,77.0,0.67,0,True,█▅▇▇▄▃▄▂▂▂▃▁▃▂▃▂▃▂▃▅,False,False,False,11,0.29928952042628776,0.3031472684085512,0.29558070715204354,0.2715926505382027,UP,True,90,76.0,BUILDING,NONE,,NEUTRAL,B,WAIT,"CMF positive, RS leader",Consumer Durables,37.9
