symbol,close,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason
NITCO,112.71,True,True,True,True,False,False,0.23323750408649227,6.307105076999999,0.24284746589237124,False,0.2528090608494175,True,46.35,True,1.0159126775381377,25.0,-0.54,0,False,▆▅▆▇█▇▁▃▆▆▅▆▆▆▆▃▆▅▆▅,0.16147980214344582,0.28944056744079627,0.1213102053915045,0.24321897737646814,FLAT,True,88,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
OMNI,506.0,False,True,True,True,False,True,0.5482109976235816,14.1007526,0.5468864942471373,False,-0.15845482825189075,True,35.6,True,1.0020970851923265,72.0,0.62,0,True,▄▆▃▁▄▂▄▅▄▅▆▅▅█▄▂▅▅▄▅,0.02616102210504967,0.2507724632307502,-0.014008574646891647,0.20455087316642206,FLAT,True,85,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ACMESOLAR,367.15,True,True,True,True,False,True,0.8237129118209666,55.284015114999995,0.8442762227910581,False,0.025428857983678353,False,54.31,True,1.3094477462598404,80.0,0.84,0,True,▆▃▅▄▂▄▃▁▂▄▁▁▁▄▅▅▁▂▃█,0.052910811585890505,0.18741914618369981,0.012741214833949188,0.14119755611937168,FLAT,True,78,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
LALPATHLAB,1680.8,True,True,True,True,False,True,0.7515247627372422,92.42820048,0.7684069304707003,False,-0.42407404306035196,True,65.04,True,1.213681912332755,80.0,0.71,0,True,▆▄▆▆▁▂▄▅▅▆▆▆▆▆▆▆▆██▇,0.06663282142403859,0.1870056497175141,0.026463224672097274,0.14078405965318597,FLAT,True,77,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ADFFOODS,310.4,False,True,True,True,False,True,0.2822308330316126,8.870176639999999,0.2788269207220014,False,-0.5537712546040262,True,49.4,True,1.1986799961176355,60.0,0.21,0,True,▇████▆▄▆▇█▇▇▇▆▇▇▁▃▆█,0.0836097050096003,0.16072096327873742,0.04344010825765898,0.11449937321440928,FLAT,True,74,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
GKENERGY,148.0,False,True,True,True,False,False,1.0099074455391517,14.0021616,1.0392885579696032,True,-0.0925716007808456,True,46.96,True,1.0375722224063455,66.0,0.37,0,True,▅▅█▆▄▅▄▄▇▅▅██▃▅▇▂▆▁▆,0.09775997626464927,0.1413588339631373,0.057590379512707957,0.09513724389880918,FLAT,True,70,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
HINDWAREAP,249.2,True,True,True,True,False,False,0.07820568121110237,1.6631358799999998,0.07727626400883802,False,0.39741713089796427,True,46.48,True,1.050442957873802,28.0,-0.54,0,False,█▄▁▂▄▅▅▆▆▇▅▆▆▄▆▅▇▆▇▆,0.1381593971226307,0.11488904795991406,0.09798980037068938,0.06866745789558593,UP,True,65,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
SGMART,603.0,False,True,True,True,False,True,1.2799733250370167,10.7172999,1.2851022916699455,False,-0.0008222421633363288,True,61.12,True,1.1186865682569025,58.0,0.14,0,True,▃▃▅▄▃▅▅▂▅▃▅██▄▂▂▁▇█▆,0.046875,0.10703139342757462,0.006705403248058683,0.060809803363246484,FLAT,True,63,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
HARSHA,434.5,False,True,True,True,False,True,0.8495471064584152,8.8442475,0.8843064827846694,False,-0.18612204264847532,True,62.75,True,1.0489890420347878,74.0,0.56,0,True,▂▄▅▄▁▃▂▂▄▂▄██▄▂▃█▆▄▅,0.0973607778759944,0.10700636942675157,0.05719118112405308,0.060784779362423436,FLAT,True,63,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
VTL,645.05,True,True,True,True,False,True,0.5532018787237385,14.345331454999998,0.5524182393049457,False,0.0030544305137263712,False,56.43,True,1.2737430167597767,88.0,1.12,0,True,▅▃▄▂▆▁▁▁▄▅▁▄▄▅█▅▆▅▄▇,0.03897881936055403,0.07940093708165996,-0.0011907773913872877,0.03317934701733183,FLAT,True,58,40.0,IGNORE,SEED,,GREEN,C,WATCHLIST,CMF positive
THEJO,1883.4,False,True,True,True,False,False,0.6282322075727594,1.3304337600000002,0.6735320720674346,False,0.05921380891827657,True,69.71,True,1.0599299056539226,68.0,0.41,0,False,▄▅▂█▃▄▆▇▂▄▄▆▆▇▂▄▁▁▄▅,0.2208465677059701,0.07598263254113347,0.1806769709540288,0.029761042476805333,UP,True,57,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
PNGSREVA,412.0,True,True,True,True,False,True,0.8013743114939182,3.759294,0.8430909324089532,False,-0.0742107869412389,True,71.27,True,1.1232289483223274,76.0,1.07,0,True,▇▄▃▇█▆▇▇▅▃▃▇▇▃▆▇▁▄▆▇,0.06666666666666665,0.06666666666666665,0.026497069914725335,0.02044507660233852,UP,True,55,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
MARUTI,14343.0,True,True,True,True,False,False,0.6712349172463237,549.695475,0.7056284191276166,False,0.01630222484233344,False,66.01,True,1.2602378815937687,88.0,1.22,0,True,▂▂▃▁▄▃▅█▅▃▂▂▂█▂▄▁▃▁▆,0.09790263319044712,0.06552262090483629,0.0577330364385058,0.01930103084050816,UP,True,54,40.0,IGNORE,SEED,,GREEN,C,WATCHLIST,CMF positive
AUBANK,1066.9,False,True,True,True,False,True,0.49300036814675846,116.74147828000002,0.5090186660173841,False,0.14423435548815514,False,51.91,False,0.9562406167392765,39.0,-0.28,0,True,▅▃▃▂▁▂▃▄▇▄▆▂▂█▁▃▃▂▃▃,0.09034236075625968,0.022914669223394135,0.05017276400431836,-0.023306920840933998,UP,False,44,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
UTIAMC,983.4,True,True,True,False,False,False,1.5932173267611376,26.9766288,1.6491973117136445,False,-0.15353209258791517,False,57.21,True,1.044530864873747,63.0,0.24,0,True,▂▃▄▄▂▅▂▅▅██▁▁▄▅▄▅▃▃▅,0.061013108917300496,0.008667111133904282,0.02084351216535918,-0.03755447893042385,UP,False,41,40.0,IGNORE,DISTRIBUTION,,GREEN,C,WATCHLIST,No standout factor
PICCADIL,659.45,True,True,True,True,False,True,0.7990434904582829,9.86088774,0.8571749275069872,False,0.18524454848131092,False,51.16,False,0.9453154593076432,56.0,0.24,0,True,▆▆▆█▃▅▄▄▇▇▆▇▇▇▆▆▁▁▃▄,0.12457366984993201,0.0041876046901172526,0.0844040730979907,-0.04203398537421088,UP,False,39,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
EDELWEISS,122.46,True,True,True,True,False,True,0.4026499755559015,27.035457462,0.4030606427196245,False,0.11013952848857195,False,47.67,True,1.0415915571433254,58.0,0.28,0,False,█▄▅▆▅▃▄▅▂▁▁▅▅▁▄▃▄▃▂▄,0.11672442093744295,-0.004956528804745286,0.07655482418550164,-0.05117811886907342,UP,False,37,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
VSSL,272.15,False,False,False,True,False,True,0.2910913605457963,0.34138495999999996,0.2838573236330356,False,0.016417273056984948,True,63.64,True,1.1383597173776945,92.0,1.25,0,True,▂▅▂▂▆▃▄▆▅▄▂▄▄▃▇█▅▂▁▇,0.001840603718019418,-0.0030039931127964214,-0.0383289930339219,-0.049225583177124554,UP,False,37,40.0,IGNORE,SEED,,GREEN,C,WATCHLIST,"Delivery P92, CMF positive"
AARTIIND,478.45,True,True,True,True,False,True,0.20016374148026544,16.77656218,0.19618084363163876,False,0.34854436618303053,False,52.45,True,1.3046776861559894,87.0,1.02,0,False,▇▅▆▁▂▄▃▅▅▆▆▆▆█▅▅▅▆▅▇,0.08639872842870111,-0.021074168797953985,0.046229131676759794,-0.06729575886228212,UP,False,33,40.0,IGNORE,SEED,,GREEN,C,WATCHLIST,CMF positive
NOCIL,176.18,True,True,True,True,False,True,0.2159100773030454,10.160230128,0.2026189181366783,False,0.24645257665684814,False,59.32,True,1.4683350041460907,75.0,0.7,0,False,▃▄▆▇██▅█▁▁▃▄▄▃▅▆▆▄▆█,0.12618256200460243,-0.04478421166775093,0.08601296525266111,-0.09100580173207906,UP,False,26,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
JSFB,451.1,True,False,False,True,False,True,2.3880727692218273,51.06149763,2.309538055815484,False,-0.06443734713219641,False,62.97,True,1.0744266994266993,69.0,0.48,0,True,▆▃█▅▇▅▅▆▆█▇▇▇▂▄▁▄▅▄▆,-0.05061559507523927,-0.05449591280653954,-0.09078519182718059,-0.10071750287086767,UP,False,24,40.0,IGNORE,DISTRIBUTION,,GREEN,C,WATCHLIST,No standout factor
KSB,926.5,True,True,True,True,False,True,0.43620943646168564,6.5609171,0.4515204883351925,False,0.0936552804035364,False,53.12,False,0.9934356941145667,61.0,0.28,0,True,▅▃▃█▃▄▁▃▂▁▂▅▅▅▆▇▅▅▇▄,0.13160305343511447,-0.07354632268386574,0.09143345668317315,-0.11976791274819387,UP,False,18,40.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
ORCHPHARMA,924.65,True,False,True,True,False,True,0.328255061513223,4.550480045,0.3102431839161483,False,0.15210751698450775,False,52.5,True,1.290290868427197,56.0,0.06,0,False,█▅▃▆▁▃▄▅▇▅▅▆▆▆▄▅▅▆▇▇,0.07542451732961153,0.5799231097821445,0.03525492057767021,0.5337015197178163,FLAT,True,97,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,"CMF positive, RS leader"
AVALON,1639.9,True,False,True,True,False,True,1.1913586595744714,65.43955354,1.1344262742610822,False,-0.10319458818982169,False,51.63,True,1.2071545475800796,79.0,0.81,0,True,▆▅▅▄▃▅▃▁▃▅▁▁▁▅▃▇▆██▆,0.00024397682220200778,0.5137305579914158,-0.03992561992973931,0.4675089679270876,FLAT,True,96,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
RRKABEL,2190.5,True,False,True,True,False,True,0.5567204379951145,79.3828438,0.5264013229614345,False,-0.12703721296840598,False,53.95,True,1.2586613162867741,81.0,0.84,0,True,▇█▆▆▂▅▁▅▇█▇▆▆▅▅▅▅▅▆█,0.0062011943040882755,0.452104739807756,-0.03396840244785304,0.4058831497434279,FLAT,True,95,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
RESPONIND,212.03,True,True,True,True,False,True,0.27125572212625004,1.571948014,0.3007667376640712,False,-0.2019121943751919,False,58.42,True,1.3256484149855907,81.0,0.77,0,True,▆▄▄▇▄▅█▃▅▄▅▁▁▅▃▅▄▂▄▆,0.23697567236450623,0.36178548490687223,0.1968060756125649,0.3155638948425441,FLAT,True,92,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
REFEX,347.0,True,True,True,True,False,False,0.828069467500798,27.571579,0.8470916589201537,False,-0.004930092907553005,False,50.41,True,1.1908811717458068,81.0,0.91,0,True,▃▄▄▄▄▅▄▁▃▃▄▆▆▃▅▁▅▅█▆,0.12206952303961205,0.35377652933832704,0.08189992628767073,0.3075549392739989,FLAT,True,91,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
SANDHAR,678.7,True,False,True,True,False,True,0.6918059203860282,17.82910965,0.6644407783508656,False,-0.3315428581807562,False,49.25,True,1.0424935174895487,58.0,0.27,0,True,▁▂▂▅▆▆▅▇▇██▇▇▇█▅▄▆▄▆,-0.04260121314712928,0.3455590800951627,-0.0827708098990706,0.29933749003083454,FLAT,True,91,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
RAYMOND,610.35,True,True,True,True,False,False,0.7861490765602567,29.957442840000002,0.8173058122650346,False,-0.0580093022317615,False,49.88,True,1.308911514642595,88.0,1.17,0,True,▄▁▆▄▅▂▂▅▅▁▂██▃▄▄▅▆▃▇,0.13871268656716418,0.32368249837345475,0.09854308981522286,0.2774609083091266,FLAT,True,90,39.0,IGNORE,SEED,,GREEN,C,WATCHLIST,RS leader
SPORTKING,182.32,True,True,True,True,False,True,0.5282025796794567,2.8301715919999997,0.5355485314114092,False,-0.15973141529568072,False,51.73,True,1.0668289011023004,40.0,-0.18,0,True,▆▅▅▇▆█▂▆▁▇▄▆▆▅▇▇▇▄▅▆,0.025191183085919944,0.3323589593686056,-0.014978413666021373,0.28613736930427747,FLAT,True,90,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
CREDITACC,1582.2,True,True,True,True,False,True,1.149866589914286,63.715668660000006,1.2576593953815292,False,0.32336268929453915,False,60.41,True,1.2072221500584528,87.0,1.08,0,False,█▅▆▆▆▆██▇▆▁▄▄▆▆▆▆▆▅▇,0.24543450881612094,0.2744260974627468,0.20526491206417963,0.2282045073984187,FLAT,True,87,39.0,IGNORE,SEED,,GREEN,C,WATCHLIST,CMF positive
RISHABH,629.6,True,True,True,True,False,True,1.05520272009963,14.55276328,1.0973550722178786,False,0.09577536455048809,False,47.29,False,0.9732655539319599,42.0,-0.09,0,True,▅▅▆▅▆█▆▆▅▄▅▆▆▅▆▅▁▂▃▅,0.1987814166031987,0.2814980663545694,0.15861181985125739,0.2352764762902413,FLAT,True,87,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
REDINGTON,274.55,True,True,True,True,False,True,0.2771511870826237,48.27072208,0.2836947619522327,False,0.22782573284662205,False,41.96,True,1.1991654996999228,59.0,0.3,0,False,▅▅▅▇▆▃▁▃▄▅▅▅▅▆██▆▆▆▆,0.14253017062005835,0.2535384896356496,0.10236057386811703,0.2073168995713215,FLAT,True,85,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
GABRIEL,1266.4,True,True,True,True,False,True,0.5312259183329326,35.98500928,0.5723592810446779,False,0.2167322875168827,False,40.12,True,1.0111396743787489,44.0,-0.19,0,False,▄▆▃▁▄▄▄▄▄▆▅▅▅█▇█▇▇▅▅,0.20117613582471794,0.24953132708436132,0.16100653907277662,0.2033097370200332,FLAT,True,84,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
VMART,782.4,True,True,True,True,False,True,0.4112888954709124,6.40996848,0.42268346170328847,False,0.15249034992293523,False,41.28,True,1.0054069852403917,29.0,-0.5,0,False,▂▄▅▄▃▄▃▄▂▃▂▅▅▁▄█▄▆▇▄,0.1323540053549459,0.22690920495530809,0.09218440860300459,0.18068761489097995,FLAT,True,83,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
MACPOWER,1401.6,True,True,True,True,False,True,0.2817004107624626,2.76157248,0.31039049093393806,False,0.41190429369146486,False,49.01,True,1.0587142486822776,34.0,-0.33,0,False,▇▇▇███▇▃▆▆▅▆▆▁▂▃▄▆▆▆,0.3819078136554104,0.23125576492291477,0.34173821690346906,0.18503417485858664,UP,True,83,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
EMIL,133.71,True,True,True,True,False,False,0.5982276179423751,14.153604630000002,0.6347549261353034,False,0.2372289996660397,False,44.43,False,0.896055179090029,52.0,0.03,0,True,▅▆▇▇▄▁▄▃▅▆▃▄▄▅█▄▂▂▄▄,0.25349207837255094,0.20993575242059537,0.21332248162060963,0.16371416235626723,UP,True,80,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
CERA,6377.5,True,True,True,True,False,True,0.41573704168394676,7.57583225,0.43186193493253977,False,0.24895489679640945,False,45.34,True,1.0418318225163432,29.0,-0.44,0,False,▄▄▆█▅▄▃▃▇▄▄▁▁▄▆██▆▄▅,0.09297343616109677,0.21118602222011207,0.05280383940915545,0.16496443215578394,FLAT,True,80,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
KIRLOSIND,4022.6,True,True,True,True,False,True,0.1119159318995926,3.29531392,0.11194107912660131,False,0.1544337976513875,False,44.19,True,1.3788691962056914,31.0,-0.3,0,False,█▇▇▅▇▁▂▄▁▁▄▅▅▄▇▆▄▇▄▇,0.27750254065040636,0.2088229107191153,0.23733294389846504,0.16260132065478716,UP,True,80,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
OFSS,11097.0,False,True,True,True,False,True,0.524836350423194,170.5420251,0.5637167792838582,False,0.22209044964006877,False,32.86,False,0.8913120134537661,32.0,-0.48,0,True,▆▁▄▇█▇▆▅▅▇▅██▇█▅▃▆▇▅,0.15120078842263607,0.18557692307692308,0.11103119167069475,0.13935533301259495,FLAT,True,77,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
NEOGEN,1955.5,True,True,True,True,False,True,0.33381816860326774,7.544319,0.32809411303313035,False,0.11315746187374788,False,50.6,True,1.2066149205327228,67.0,0.34,0,False,▆▄▄▃▅▄▁▅▆█▆▇▇▆▁▅▇▆▅▇,0.008613575407468543,0.18228536880290203,-0.03155602134447277,0.1360637787385739,FLAT,True,77,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
PIRAMALFIN,2145.2,True,True,True,True,False,True,0.555137367829631,45.713782959999996,0.5669580126254851,False,0.06836811509963012,False,57.04,True,1.0506732487244193,63.0,0.29,0,False,▅▄▆▅▅▆▇▁▅▃▄▄▄▃▆▅▅█▂▅,0.09203828140908143,0.15694099881350443,0.05186868465714012,0.1107194087491763,FLAT,True,73,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
SUNDRMFAST,930.1,True,True,True,True,False,True,0.6750238176652882,7.2984947,0.7002402910411396,False,0.4487560617404534,False,53.26,False,0.8417226392730146,36.0,-0.36,0,True,▁▄▆▃▃▂▆▃▂▆▂▃▃█▇▁▃▁▂▁,0.12650638890571075,0.13620816027363802,0.08633679215376944,0.08998657020930989,FLAT,True,70,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
WENDT,7904.0,True,True,True,True,False,False,0.3684662307776601,6.378528,0.37339533564982974,False,0.14224410243893681,False,53.54,True,1.1764576626858128,51.0,0.1,0,False,▆▆▁▂▄▃▄▄▅▅▆▇▇█▅▅▆▇▆▇,0.16741747286020225,0.1314866509197623,0.12724787610826094,0.08526506085543417,UP,True,69,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
HAPPYFORGE,1495.7,True,True,True,True,False,True,0.3294979476193004,7.1473520200000005,0.33295533238589675,False,0.22718528460032558,False,49.9,False,0.8962649639428474,33.0,-0.45,0,True,▃▁▄▁▄▂▃█▆▂▁▂▂▂▃▂▃▂▁▂,0.09735876742479821,0.11844761833545214,0.05718917067285689,0.07222602827112401,FLAT,True,66,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
TSFINV,461.95,False,True,True,True,True,False,0.456223093503365,4.875651275,0.4948121129748078,False,0.22042528941735035,False,55.15,False,0.950345932812352,50.0,-0.01,0,True,▆▄▅▄▆█▇▃█▆▃▇▇▁▁▅▅▅▆▅,0.16389518770471145,0.118793896827319,0.12372559095277014,0.07257230676299087,UP,True,66,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
MAXHEALTH,1114.7,True,True,True,True,False,True,0.8213539271427406,229.07698085,0.8510912814071331,False,0.135067554405673,False,54.45,True,1.0208386062600188,22.0,-0.71,0,False,▆▆▅▄█▆▁▆▄▄▆▃▃▅▅▆▄▃▃▅,0.10645689612387721,0.11536922153291984,0.06628729937193589,0.06914763146859171,FLAT,True,65,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
AUROPHARMA,1583.1,True,True,True,True,False,True,0.42861538045369224,101.08758402,0.44998321870180163,False,0.02854350006607537,True,49.09,False,0.975323849638401,54.0,0.11,0,True,▂▃▅▃▆▄▅▄▃▁▂▆▆█▇▃▄▁▃▄,0.09254658385093162,0.11745605985741503,0.0523769870989903,0.0712344697930869,FLAT,True,65,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
POLYMED,1669.7,True,True,True,True,False,False,0.26708455099882544,7.929739240000001,0.2822405617464649,False,0.10474209765090065,False,47.66,True,1.0639580310302488,53.0,-0.02,0,False,█▃▂▃▃▄▄▅▂▁▃▅▅▃▃▅▂▃▂▄,0.1445708801754868,0.11640813051618082,0.10440128342354549,0.07018654045185269,UP,True,65,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
CHENNPETRO,1086.1,True,False,False,True,False,True,0.6917402782282656,59.78404866999999,0.6502598888813448,False,-0.26538304219457415,False,50.87,True,1.5181222674843697,100.0,2.44,1,True,▃▄▂▂▃▄▅▄▁▂▁▆▆▃▅▅▂▂▃█,-0.11439986953685599,0.08887663542032165,-0.1545694662887973,0.042655045355993515,FLAT,True,60,39.0,IGNORE,SEED,DEL51% ▃▄▂▂▃▄▅▄▁▂▁▆▆▃▅▅▂▂▃█ P100 Z+2.4,GREEN,C,WATCHLIST,Delivery P100
GNFC,513.45,True,False,False,True,False,True,0.5140781470941077,14.9978745,0.47992173017276374,False,-0.1510420167781733,False,65.34,True,1.5373032491824108,100.0,2.11,1,True,▃▃▃▅▄▄▃▄▁▅▂▃▃▃▄▄▆▄▅█,0.029267314824095392,0.0812888280509636,-0.010902281927845925,0.03506723798663547,FLAT,True,58,39.0,IGNORE,SEED,DEL65% ▃▃▃▅▄▄▃▄▁▅▂▃▃▃▄▄▆▄▅█ P100 Z+2.1,GREEN,C,WATCHLIST,Delivery P100
SHREECEM,26710.0,False,True,True,True,False,False,0.2838208737807313,22.690145,0.3030245637630451,False,0.045664034514021,True,49.45,False,0.9710167694301536,38.0,-0.36,0,True,▇▆▆▄▆▄▆▅█▆▁▄▄▆▅▃▄▂▄▅,0.14072175955584032,0.06308457711442794,0.100552162803899,0.01686298705009981,UP,True,53,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
PRUDENT,3006.0,True,True,True,True,False,True,0.392014864066662,2.6034966,0.3962393939784337,False,0.07977764015421575,False,60.92,True,1.0833785333843131,69.0,0.25,0,False,▃▃▅▃▄▂▅▁▄▄▅▃▃▆▆▃▄█▄▅,0.12948072443075076,0.0520053195212431,0.08931112767880944,0.0057837294569149655,UP,True,51,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
TIIL,2535.4,False,False,True,True,False,False,0.4767322848963772,1.1632415200000001,0.47027627050175214,False,0.19180366344164745,True,67.1,True,1.1831815416626257,85.0,0.97,0,True,▄▇▄▄▇▅▄▁▃▅█▃▃▄▃▄▄▄▄▆,0.0120549257544309,0.008913649025069637,-0.028114670997510416,-0.037307941039258496,UP,False,41,39.0,IGNORE,SEED,,GREEN,C,WATCHLIST,CMF positive
COLPAL,2077.2,True,True,True,False,False,False,0.7601731410535546,68.64377436,0.7782152237382342,False,-0.12211177191574782,True,69.99,True,1.3857622286240383,96.0,1.77,0,True,▁▅▃▄▅▄▅▆▇▆▃▄▄▃▇▅▄▄▅█,0.02658890975585626,-0.029799159271368558,-0.013580686996085056,-0.07602074933569669,UP,False,30,39.0,IGNORE,SEED,,GREEN,C,WATCHLIST,Delivery P96
GREENPANEL,196.14,False,True,False,False,True,False,1.5099034917697367,4.615134972,1.5480627514649046,True,-0.2759658858732168,True,39.49,False,0.7440764991285506,15.0,-0.88,0,True,▆▁▇▆▇▇▇█▇██▅▅▇▆▇▇▆▆▄,-0.0025934401220443215,-0.07143871609146435,-0.04276303687398564,-0.11766030615579248,UP,False,19,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
BLACKBUCK,570.3,False,True,True,True,False,False,1.3317110627979187,29.434494689999998,1.3840672415913913,True,0.2245497197556478,True,48.39,False,0.9327563441502743,46.0,-0.15,0,False,▄▄▄█▃▁▃█▃▃▁▂▂█▆▄▅▄▄▄,0.11966231471483257,-0.07830303030303043,0.07949271796289126,-0.12452462036735856,UP,False,17,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
TECHNOE,1085.3,False,True,False,False,False,False,0.7549019586359954,18.694401029999998,0.7665646961822373,False,0.07242420536486985,True,52.21,True,1.0362313806825512,59.0,0.23,0,True,▃▁▆▂▃▄▅▄▃▄▃▃▃▇▆▆▅█▅▅,0.08693039559339,-0.15240735678862904,0.04676079884144868,-0.19862894685295718,UP,False,6,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
PNGJL,569.7,True,True,True,False,False,False,4.168528523758701,43.95714048,4.283900551316748,False,0.03624383045733757,False,47.1,False,0.8445097898587104,33.0,-0.39,0,True,█▃▄▅▆▇▅▅▇▇▆██▆▁▅▇▆█▄,0.04743519029233334,-0.15581240275616803,0.0072655935403920235,-0.20203399282049617,UP,False,5,39.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
BBOX,955.2,True,False,True,True,False,True,0.5550372184438325,28.505747040000003,0.5318053528227785,False,-0.12070344060782257,True,39.36,False,0.9775967413441955,39.0,-0.36,0,True,▃▁▃▃▄▆▃▃▆▃▄▆▆▄▅▆▇▄█▄,-0.015359241315328287,0.6478909686880014,-0.055528838067269604,0.6016693786236733,FLAT,True,98,38.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
RANEHOLDIN,1731.0,True,True,True,True,False,True,0.37902633756694604,1.7560995,0.3984212189542961,False,-0.05146717628671595,True,56.3,True,1.1030672322416952,42.0,-0.08,0,False,█▇▇▆▃▅▅▁▆█▇▇▇▇▇▅▆▇▄▇,0.2230622482865825,0.5374367172928323,0.18289265153464118,0.49121512722850413,FLAT,True,96,38.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
NOVARTIND,1457.8,False,True,True,True,False,True,0.27549111722164277,0.69886932,0.2814376425603234,False,-0.09226365555916385,True,59.78,False,0.9916148991050916,,,0,True,▃▅▆▇█▆▄▃▄▄▁▅▅▄▅▆▃▅▅▅,0.10859315589353602,0.5153846153846153,0.0684235591415947,0.4691630253202872,FLAT,True,96,38.0,IGNORE,NONE,,GREEN,C,WATCHLIST,RS leader
ORIENTHOT,137.88,True,True,True,True,False,False,0.144102587506497,4.523401583999999,0.14386466637597187,False,0.4507482232518751,True,41.8,False,0.9293019119608713,11.0,-0.97,0,False,█▇▇▅▆▇▄▅▇▁▁▅▅▆▆▇▅▆▆▅,0.33864077669902914,0.3901996370235934,0.29847117994708783,0.34397804695926526,FLAT,True,93,38.0,IGNORE,NONE,,GREEN,C,WATCHLIST,"CMF positive, RS leader"
FAZE3Q,601.7,True,True,True,True,False,False,0.2942239543636606,0.4506131300000001,0.29975985896998303,False,0.0346818262657413,False,66.42,True,1.1541970406540798,96.0,1.42,0,True,▃▄▇▃▇█▄▅▄▆▇▁▁▃▆▆▆▄█▇,0.09839357429718887,0.2858211347366173,0.05822397754524755,0.23959954467228917,FLAT,True,88,38.0,IGNORE,SEED,,GREEN,C,WATCHLIST,"Delivery P96, CMF positive"
IXIGO,213.58,True,True,True,True,False,False,0.20854843500568324,10.768233724000002,0.23375943689785375,False,0.43094588785904797,True,36.73,False,0.8937500760405387,26.0,-0.53,0,False,█▇▁▄▄▅▅▃▄▅▇▇▇▇█▂▃▇▅▅,0.3676997950819674,0.25939029423904714,0.32753019833002606,0.213168704174719,UP,True,86,38.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
